"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"98","Thurmond (SC)","mr thurmond","Thurmond","SC","R",98,0.513776150710191,0.190942069608475,0.899512274068145
"70","Mack (FL)","mr mack","Mack","FL","R",70,0.533407714465525,0.144166569505074,0.974850659739646
"48","Hatch (UT)","mr hatch","Hatch","UT","R",48,0.560948017825787,0.253214697000337,0.885403615188777
"71","McCain (AZ)","mr mccain","McCain","AZ","R",71,0.589895016752249,0.249259238189872,1.04027327485963
"22","Cohen (ME)","mr cohen","Cohen","ME","R",22,0.591918740506586,0.241509589502253,1.06248351872473
"45","Grassley (IA)","mr grassley","Grassley","IA","R",45,0.595950533095788,0.296226264816793,0.972590307888468
"3","Ashcroft (MO)","mr ashcroft","Ashcroft","MO","R",3,0.616409897944919,0.262139294108511,1.0751422824885
"20","Coats (IN)","mr coats","Coats","IN","R",20,0.622324489568928,0.285707316332955,1.05087581589782
"94","Specter (PA)","mr specter","Specter","PA","R",94,0.654219233489132,0.213456137064749,1.32222555313268
"17","Byrd (WV)","mr byrd","Byrd","WV","D",17,0.794552358486356,-0.101425616263838,1.59410194984592
