"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"94","Thune (SD)","mr thune","Thune","SD","R",94,0.773030399268358,0.341640935172333,1.21973633230746
"21","Coats (IN)","mr coats","Coats","IN","R",21,0.780052560591741,0.272500185065623,1.28792137941741
"103","Wicker (MS)","mr wicker","Wicker","MS","R",103,0.804661238560971,0.0308919482542153,1.61378489022964
"26","Corker (TN)","mr corker","Corker","TN","R",26,0.807795710683532,0.192063362388385,1.45472412920722
"22","Coburn (OK)","mr coburn","Coburn","OK","R",22,0.83166985226279,0.335770540684134,1.35593869521786
"48","Hoeven (ND)","mr hoeven","Hoeven","ND","R",48,0.833916168633204,0.0965918889598393,1.58579642508715
"2","Ayotte (NH)","ms ayotte","Ayotte","NH","R",2,0.864131559866703,0.333093099355873,1.43730096389948
"1","Alexander (TN)","mr alexander","Alexander","TN","R",1,0.867157339321962,0.357369086159092,1.40084091261899
"67","McConnell (KY)","mr mcconnell","McConnell","KY","R",67,0.875657138620744,0.397601372866911,1.37103873545732
"30","Cruz (TX)","mr cruz","Cruz","TX","R",30,0.897479077503713,0.0864756444376601,1.67951585899392
"27","Cornyn (TX)","mr cornyn","Cornyn","TX","R",27,0.903027681764415,0.513115277146636,1.30103307527072
"14","Burr (NC)","mr burr","Burr","NC","R",14,0.908656455537917,0.10726494235362,1.78338755173712
"40","Grassley (IA)","mr grassley","Grassley","IA","R",40,0.972730737883666,0.405975193021895,1.53152567044624
"46","Heller (NV)","mr heller","Heller","NV","R",46,0.983711425423271,0.267666145576681,1.79161994702619
"76","Paul (KY)","mr paul","Paul","KY","R",76,1.05002181005759,0.108095913209337,2.04624309797739
"82","Roberts (KS)","mr roberts","Roberts","KS","R",82,1.05541750564554,0.498326637890782,1.68656569467595
"36","Flake (AZ)","mr flake","Flake","AZ","R",36,1.06738450565534,0.434794791945189,1.75050014266186
"43","Hatch (UT)","mr hatch","Hatch","UT","R",43,1.1743807891419,0.697190662863409,1.70492075608446
"98","Vitter (LA)","mr vitter","Vitter","LA","R",98,1.36662008658876,0.767183003801423,2.01476067608249
