"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"72","McCain (AZ)","mr mccain","McCain","AZ","R",72,0.00239476828907467,-0.368569368054368,0.367938726103149
"30","DeWine (OH)","mr dewine","DeWine","OH","R",30,0.168048766269883,-0.483085230156833,0.755944193308645
"18","Campbell (CO)","mr campbell","Campbell","CO","R",18,0.292368755627358,-0.358935233032478,0.971465338737208
"93","Stevens (AK)","mr stevens","Stevens","AK","R",93,0.305694234502576,-0.183141291977048,0.806210358441358
"54","Hutchison (TX)","mrs hutchison","Hutchison","TX","R",54,0.310951181627539,-0.181451900159795,0.812428307610363
"50","Hatch (UT)","mr hatch","Hatch","UT","R",50,0.33175847128458,-0.151576849668271,0.835631722136057
"32","Domenici (NM)","mr domenici","Domenici","NM","R",32,0.33768429745316,-0.0999764297461294,0.769323047068635
"46","Grassley (IA)","mr grassley","Grassley","IA","R",46,0.344023678167375,-0.27619473704198,0.932870082556216
"24","Collins (ME)","mr collins","Collins","ME","R",24,0.354546969436663,-0.687085430755911,1.3692010660564
"69","Lott (MS)","mr lott","Lott","MS","R",69,0.35476302919693,-0.0459867488486367,0.757890225037074
"27","Craig (ID)","mr craig","Craig","ID","R",27,0.370790459962047,-0.0968614478461553,0.841140490116186
"16","Burns (MT)","mr burns","Burns","MT","R",16,0.370794421198699,-0.168146907789681,0.890306339190682
"71","Mack (FL)","mr mack","Mack","FL","R",71,0.382108566593461,-0.346029815613905,1.05836683960488
"23","Cochran (MS)","mr cochran","Cochran","MS","R",23,0.393740724148263,-0.525674504493449,1.20065990056073
"63","Kyl (AZ)","mr kyl","Kyl","AZ","R",63,0.41243833894197,-0.120946975122826,0.944296034441774
"59","Kempthorne (ID)","mr kempthorne","Kempthorne","ID","R",59,0.422334294249729,-0.282254808867676,1.09361486991267
"84","Roth (DE)","mr roth","Roth","DE","R",84,0.448423248049063,-0.214913064235094,1.08415438219196
"48","Hagel (NE)","mr hagel","Hagel","NE","R",48,0.472266569176062,-0.154875485586508,1.0757308330154
"94","Thomas (WY)","mr thomas","Thomas","WY","R",94,0.486716262645035,-0.141994593129019,1.13465704035576
"40","Frist (TN)","mr frist","Frist","TN","R",40,0.493900296632047,-0.125249971153173,1.10949738010929
"43","Graham (SC)","mr graham","Graham","SC","R",43,0.511014608983957,-0.151314682380125,1.16473065957029
"70","Lugar (IN)","mr lugar","Lugar","IN","R",70,0.519569212427152,-0.344892435572796,1.38121731062369
"26","Coverdell (GA)","mr coverdell","Coverdell","GA","R",26,0.569774919614131,-0.00446907162358515,1.1475923506923
"90","Smith (OR)","mr smith of oregon","Smith","OR","R",90,0.585994911165857,-0.13022590385985,1.29150903622446
"42","Gorton (WA)","mr gorton","Gorton","WA","R",42,0.587423910369757,0.128539395456087,1.03436696815972
"45","Grams (MN)","mr grams","Grams","MN","R",45,0.588784190414931,0.122559163942061,1.05943172757532
"35","Enzi (WY)","mr enzi","Enzi","WY","R",35,0.590889248652067,0.117407262108815,1.09407385022383
"96","Thurmond (SC)","mr thurmond","Thurmond","SC","R",96,0.593073154379828,-0.00179650480564349,1.17881385173675
"47","Gregg (NH)","mr gregg","Gregg","NH","R",47,0.606829419936825,0.0317899848661269,1.17158599782313
"53","Hutchinson (AR)","mr hutchinson","Hutchinson","AR","R",53,0.635486794266516,0.075624279183639,1.19085649116358
"9","Bond (MO)","mr bond","Bond","MO","R",9,0.639622492569879,0.172421496506779,1.10974425548478
"87","Sessions (AL)","mr sessions","Sessions","AL","R",87,0.65534876639211,0.122099209286201,1.20053357361232
"88","Shelby (AL)","mr shelby","Shelby","AL","R",88,0.681673247363949,-0.0872425905197037,1.42046180950505
"36","Faircloth (NC)","mr faircloth","Faircloth","NC","R",36,0.704232769148188,0.19508110729476,1.23474915351921
"76","Murkowski (AK)","mr murkowski","Murkowski","AK","R",76,0.73611322748864,0.215047818221745,1.24645927500987
"78","Nickles (OK)","mr nickles","Nickles","OK","R",78,0.743762151870935,0.210842255590899,1.28156747374025
"3","Allard (CO)","mr allard","Allard","CO","R",3,0.750368240828684,0.180872351202596,1.32790341548511
"85","Santorum (PA)","mr santorum","Santorum","PA","R",85,0.759067401912691,0.214066860319154,1.34450599875388
"1","Abraham (MI)","mr abraham","Abraham","MI","R",1,0.760984190403696,0.301279330712274,1.21648295915704
"44","Gramm (TX)","mr gramm","Gramm","TX","R",44,0.856746204198028,0.27794587676192,1.41693981011254
"22","Coats (IN)","mr coats","Coats","IN","R",22,0.859507081957458,0.388930133410107,1.32641817917898
"95","Thompson (TN)","mr thompson","Thompson","TN","R",95,0.883475252125289,0.244002606506592,1.53207394575366
"89","Smith (NH)","mr smith of new hampshire","Smith","NH","R",89,0.886088640036661,0.380344662686803,1.4172438939643
"51","Helms (NC)","mr helms","Helms","NC","R",51,1.01818205787898,0.440688602576761,1.59575412926801
"55","Inhofe (OK)","mr inhofe","Inhofe","OK","R",55,1.13750384373103,0.485881422888703,1.80260023246448
"82","Roberts (KS)","mr roberts","Roberts","KS","R",82,1.16127279038924,0.316487040955382,2.05317168925693
"73","McConnell (KY)","mr mcconnell","McConnell","KY","R",73,1.20465363956091,0.710028115122805,1.70954557261033
"4","Ashcroft (MO)","mr ashcroft","Ashcroft","MO","R",4,1.25952354764159,0.801862312047813,1.7445568243193
"13","Brownback (KS)","mr brownback","Brownback","KS","R",13,1.33237104818828,0.700715212779384,1.98275222033666
