"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"55","Johnson (SD)","mr johnson","Johnson","SD","D",55,-0.445159894213232,-0.988870549250078,0.103713663490902
"61","Kohl (WI)","mr kohl","Kohl","WI","D",61,-0.425820606012678,-0.977398895354627,0.137261049020486
"7","Bennet (CO)","mr bennet","Bennet","CO","D",7,-0.425723305577303,-0.791821309029176,-0.0692720505364416
"34","Dodd (CT)","mr dodd","Dodd","CT","D",34,-0.410919300470653,-0.723719830770093,-0.0975134727634982
"63","Landrieu (LA)","ms landrieu","Landrieu","LA","D",63,-0.397989171746753,-0.838141330171401,0.0510735507455553
"68","Lieberman (CT)","mr lieberman","Lieberman","CT","I",68,-0.376439610827666,-0.877203563729049,0.183965994093628
"21","Carper (DE)","mr carper","Carper","DE","D",21,-0.373448162587776,-0.840774376573598,0.0912652694918188
"19","Cantwell (WA)","ms cantwell","Cantwell","WA","D",19,-0.313349114705384,-0.765511012946772,0.13797186233896
"36","Durbin (IL)","mr durbin","Durbin","IL","D",36,-0.306637489993507,-0.591001913566636,-0.0233283732169448
"35","Dorgan (ND)","mr dorgan","Dorgan","ND","D",35,-0.27248135578274,-0.673979187928259,0.144138789834637
"65","Leahy (VT)","mr leahy","Leahy","VT","D",65,-0.233905781198633,-0.612866545205622,0.14056567467662
"58","Kerry (MA)","mr kerry","Kerry","MA","D",58,-0.224239780240749,-0.664209671568604,0.226715921884118
"80","Nelson (FL)","mr nelson of florida","Nelson","FL","D",80,-0.221109939091486,-0.607991222589255,0.159972673170767
"104","Webb (VA)","mr webb","Webb","VA","D",104,-0.211416294642487,-0.834144800069589,0.45045604052528
"94","Snowe (ME)","ms snowe","Snowe","ME","R",94,-0.188515605594226,-0.725120281879998,0.347934078118132
"4","Baucus (MT)","mr baucus","Baucus","MT","D",4,-0.0726669901472379,-0.418864185483869,0.276785105567755
"95","Specter (PA)","mr specter","Specter","PA","D",95,-0.0503098720634565,-0.601820223105056,0.51640194480716
"84","Reid (NV)","mr reid","Reid","NV","D",84,-0.0272089699320907,-0.363104813814246,0.32247703908963
"28","Conrad (ND)","mr conrad","Conrad","ND","D",28,0.266289417655055,-0.220474008946525,0.771670995571837
"102","Voinovich (OH)","mr voinovich","Voinovich","OH","R",102,0.381940979287839,-0.287673199194448,1.039251659014
"71","Martinez (FL)","mr martinez","Martinez","FL","R",71,0.455591835016855,-0.309876261676175,1.19465849103916
"38","Enzi (WY)","mr enzi","Enzi","WY","R",38,0.466142382916742,0.129594296197713,0.813893429229236
"53","Isakson (GA)","mr isakson","Isakson","GA","R",53,0.501737766549625,0.100162193555042,0.888959893840452
"27","Collins (ME)","ms collins","Collins","ME","R",27,0.507058698286098,-0.0595102062058304,1.03799312675621
"51","Inhofe (OK)","mr inhofe","Inhofe","OK","R",51,0.594956854527222,0.157898049722229,1.02858141885917
"13","Brown (MA)","mr brown of massachusetts","Brown","MA","R",13,0.606600012376386,-0.148502793029231,1.3326880203777
"93","Shelby (AL)","mr shelby","Shelby","AL","R",93,0.617786882419584,-0.173851713772929,1.37570069265015
"17","Burr (NC)","mr burr","Burr","NC","R",17,0.64795921436976,0.193488386207519,1.11349842365647
"30","Corker (TN)","mr corker","Corker","TN","R",30,0.672267124948072,0.275201824628675,1.06925505659574
"78","Murkowski (AK)","ms murkowski","Murkowski","AK","R",78,0.694301579654915,0.125690862428644,1.26238047569457
"33","DeMint (SC)","mr demint","DeMint","SC","R",33,0.695179222310157,0.257889388887362,1.1451075119398
"26","Cochran (MS)","mr cochran","Cochran","MS","R",26,0.718751436583174,0.00777799183802078,1.41955925864061
"70","Lugar (IN)","mr lugar","Lugar","IN","R",70,0.71913886823049,-0.0591991117896687,1.48829827985186
"23","Chambliss (GA)","mr chambliss","Chambliss","GA","R",23,0.765711828715903,0.377497870043669,1.15699864108207
"66","Lemieux (FL)","mr lemieux","Lemieux","FL","R",66,0.774437454632788,0.364350671056762,1.1929553953214
"37","Ensign (NV)","mr ensign","Ensign","NV","R",37,0.789468461767095,0.3923864942184,1.19022955756111
"25","Coburn (OK)","mr coburn","Coburn","OK","R",25,0.846067873447254,0.514947343938287,1.18478689839115
"49","Hatch (UT)","mr hatch","Hatch","UT","R",49,0.865120087658121,0.508712270238132,1.23960040525726
"85","Risch (ID)","mr risch","Risch","ID","R",85,0.892102336985631,0.37054307585937,1.44134350745025
"74","McConnell (KY)","mr mcconnell","McConnell","KY","R",74,0.90024952240095,0.565315587099298,1.25103567481278
"44","Graham (SC)","mr graham","Graham","SC","R",44,0.919134328601504,0.506911252447325,1.36716509176696
"106","Wicker (MS)","mr wicker","Wicker","MS","R",106,0.921920397427036,0.419278644808427,1.44235068568287
"15","Bunning (KY)","mr bunning","Bunning","KY","R",15,0.929865342187448,0.348020767066619,1.53822587291155
"72","McCain (AZ)","mr mccain","McCain","AZ","R",72,0.952279919335097,0.642015860031291,1.26846998978957
"45","Grassley (IA)","mr grassley","Grassley","IA","R",45,0.964278835033933,0.646486213377366,1.29057534036297
"54","Johanns (NE)","mr johanns","Johanns","NE","R",54,0.969489787193744,0.600447057904974,1.35986994405076
"3","Barrasso (WY)","mr barrasso","Barrasso","WY","R",3,0.997061819450544,0.648050012194978,1.36259635157694
"31","Cornyn (TX)","mr cornyn","Cornyn","TX","R",31,1.01926179415931,0.65473636193321,1.39545945843307
"50","Hutchison (TX)","mrs hutchison","Hutchison","TX","R",50,1.02496108543006,0.651063312665589,1.41949842426592
"8","Bennett (UT)","mr bennett","Bennett","UT","R",8,1.02611540919303,0.646213518741459,1.41037911273532
"46","Gregg (NH)","mr gregg","Gregg","NH","R",46,1.04316963069188,0.683307039163497,1.42296014744192
"98","Thune (SD)","mr thune","Thune","SD","R",98,1.07278208581433,0.78053954985335,1.37937972603157
"101","Vitter (LA)","mr vitter","Vitter","LA","R",101,1.07439193705054,0.6578102999958,1.49422625381683
"62","Kyl (AZ)","mr kyl","Kyl","AZ","R",62,1.07995927120377,0.778630996236482,1.39635741990524
"91","Sessions (AL)","mr sessions","Sessions","AL","R",91,1.12338082777196,0.822705978055995,1.43976829095773
"12","Brownback (KS)","mr brownback","Brownback","KS","R",12,1.15782399642129,0.770577281798499,1.5573524992151
"2","Alexander (TN)","mr alexander","Alexander","TN","R",2,1.1639602495492,0.866398986394725,1.47333899745152
"86","Roberts (KS)","mr roberts","Roberts","KS","R",86,1.25435323898957,0.715028693240188,1.82717048789254
"32","Crapo (ID)","mr crapo","Crapo","ID","R",32,1.27720818863414,0.850869332117069,1.75228600402209
