"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"90","Stabenow (MI)","ms stabenow","Stabenow","MI","D",90,-0.534342958877733,-0.924860680141636,-0.162632149567829
"73","Nelson (FL)","mr nelson of florida","Nelson","FL","D",73,-0.533198849010255,-1.08098292567501,0.0352905401137164
"34","Feinstein (CA)","mrs feinstein","Feinstein","CA","D",34,-0.53077878703374,-0.971280076375504,-0.0928996199913682
"49","Johnson (SD)","mr johnson of south dakota","Johnson","SD","D",49,-0.508848900508574,-1.0520372568382,0.0610994423037145
"35","Franken (IL)","mr franken","Franken","IL","D",35,-0.498708647757359,-0.954076132071565,-0.0428801068748766
"94","Udall (CO)","mr udall of colorado","Udall","CO","D",94,-0.49505640503217,-0.916999339966456,-0.0840222055835954
"46","Inouye (HI)","mr inouye","Inouye","HI","D",46,-0.492053951617765,-1.00443126484365,0.0440837217078395
"60","Levin (MI)","mr levin","Levin","MI","D",60,-0.476014268362369,-0.874333614172878,-0.0705881759637952
"85","Schumer (NY)","mr schumer","Schumer","NY","D",85,-0.47410922628012,-0.865349534633517,-0.0744214820865646
"54","Kohl (WI)","mr kohl","Kohl","WI","D",54,-0.466700171482243,-1.05084792598622,0.144700368459579
"6","Begich (AK)","mr begich","Begich","AK","D",6,-0.444464225651081,-0.858785489678981,-0.0246124532554041
"63","Manchin (WV)","mr manchin","Manchin","WV","D",63,-0.438585569944109,-0.938338384072535,0.0723883701633169
"14","Brown (OH)","mr brown of ohio","Brown","OH","D",14,-0.4360306523456,-0.865661054237709,0.003298779613251
"25","Conrad (ND)","mr conrad","Conrad","ND","D",25,-0.431161269718279,-0.960484396509165,0.107290864928866
"84","Sanders (VT)","mr sanders","Sanders","VT","I",84,-0.413697802511134,-1.33948614467228,0.48869815073101
"17","Cardin (MD)","mr cardin","Cardin","MD","D",17,-0.40359753165045,-0.754553025040947,-0.0640173492818413
"7","Bennet (CO)","mr bennet","Bennet","CO","D",7,-0.359836774605863,-0.790944355169838,0.0851969941588653
"91","Tester (MT)","mr tester","Tester","MT","D",91,-0.349430071105048,-0.826129850884732,0.164016250769997
"77","Pryor (AR)","mr pryor","Pryor","AR","D",77,-0.335503668226396,-0.886255536350241,0.248640736394617
"74","Nelson (NE)","mr nelson of nebraska","Nelson","NE","D",74,-0.319157607998288,-0.891727729004123,0.324118692257294
"56","Landrieu (LA)","ms landrieu","Landrieu","LA","D",56,-0.292880036891228,-0.734963603906314,0.168449442320155
"31","Durbin (IL)","mr durbin","Durbin","IL","D",31,-0.210793765078462,-0.547618454946617,0.144611609472385
"5","Baucus (MT)","mr baucus","Baucus","MT","D",5,-0.203416646621613,-0.759741854212525,0.423119636215343
"79","Reid (NV)","mr reid","Reid","NV","D",79,-0.1841530645885,-0.552643941246634,0.202278424018483
"65","McCaskill (MO)","mrs mccaskill","McCaskill","MO","D",65,-0.178618124845531,-0.776239909440408,0.564255454004954
"18","Carper (DE)","mr carper","Carper","DE","D",18,-0.175669696774262,-0.678753365331469,0.382883706669917
"98","Webb (VA)","mr webb","Webb","VA","D",98,-0.0768553089705599,-0.683489109417015,0.684680135507557
"89","Snowe (ME)","ms snowe","Snowe","ME","R",89,0.0928615793246083,-0.812784948477851,0.796782080714762
"61","Lieberman (CT)","mr lieberman","Lieberman","CT","I",61,0.361850445498737,-0.204237449846281,0.903202688231196
"44","Hutchison (TX)","mrs hutchison","Hutchison","TX","R",44,0.367631710208801,-0.0567175676420517,0.784893468752346
"71","Murkowski (AK)","ms murkowski","Murkowski","AK","R",71,0.374471432325773,-0.26980365284417,0.937071886493545
"59","Lee (UT)","mr lee","Lee","UT","R",59,0.383641379736297,-0.118225975468808,0.853126417922006
"24","Collins (ME)","ms collins","Collins","ME","R",24,0.427887882884676,-0.162206418388813,0.943579104896507
"43","Hoeven (ND)","mr hoeven","Hoeven","ND","R",43,0.430908050304415,-0.197529876565017,0.985625369173631
"45","Inhofe (OK)","mr inhofe","Inhofe","OK","R",45,0.518995485637252,-0.0920600773661523,1.07371478500565
"23","Cochran (MS)","mr cochran","Cochran","MS","R",23,0.523009912760209,-0.123377670306275,1.13361177498999
"48","Johanns (NE)","mr johanns","Johanns","NE","R",48,0.542493365944743,0.0380252744962781,1.02814238763021
"42","Heller (NV)","mr heller","Heller","NV","R",42,0.562604386997583,0.00596594748811214,1.09433687155278
"83","Rubio (FL)","mr rubio","Rubio","FL","R",83,0.572485345644927,0.0603510897616401,1.06363468119964
"88","Shelby (AL)","mr shelby","Shelby","AL","R",88,0.578869380243861,-0.0893314295213938,1.19433768291419
"38","Grassley (IA)","mr grassley","Grassley","IA","R",38,0.591844705585076,0.144174949015883,1.01872145824321
"2","Alexander (TN)","mr alexander","Alexander","TN","R",2,0.594225576277091,0.0981242801547062,1.07518013998137
"29","Crapo (ID)","mr crapo","Crapo","ID","R",29,0.598008523948731,-0.0633591984879874,1.2355610046854
"47","Isakson (GA)","mr isakson","Isakson","GA","R",47,0.614099228183174,0.121980887049515,1.09613830883396
"22","Coburn (OK)","mr coburn","Coburn","OK","R",22,0.621883557177918,0.120924696189098,1.10041743496544
"33","Enzi (WY)","mr enzi","Enzi","WY","R",33,0.636130723813741,0.200625513388701,1.0859765939833
"66","McConnell (KY)","mr mcconnell","McConnell","KY","R",66,0.637470748631668,0.205543265147098,1.06965326271193
"96","Vitter (LA)","mr vitter","Vitter","LA","R",96,0.638238611205732,0.102594107232822,1.15311911924741
"13","Brown (MA)","mr brown of massachusetts","Brown","MA","R",13,0.656244941253669,0.103548494016712,1.19662152931933
"20","Chambliss (GA)","mr chambliss","Chambliss","GA","R",20,0.656336203634862,-0.0117248649040635,1.26426488303021
"3","Ayotte (NH)","ms ayotte","Ayotte","NH","R",3,0.674785239212086,0.172452282982319,1.20492741635085
"21","Coats (IN)","mr coats","Coats","IN","R",21,0.678113703715941,0.265188131519148,1.11656852943747
"81","Roberts (KS)","mr roberts","Roberts","KS","R",81,0.7106468490961,0.15121876387252,1.25553043863051
"93","Toomey (PA)","mr toomey","Toomey","PA","R",93,0.713227104869853,0.139965201361405,1.27861769107995
"10","Blunt (MO)","mr blunt","Blunt","MO","R",10,0.716783469323982,0.294438522192513,1.15242239313311
"4","Barrasso (WY)","mr barrasso","Barrasso","WY","R",4,0.71844580696435,0.364353675848034,1.0833586742787
"76","Portman (OH)","mr portman","Portman","OH","R",76,0.720809618459532,0.241978850338683,1.20247206502255
"15","Burr (NC)","mr burr","Burr","NC","R",15,0.726532334913087,0.0194775249216869,1.41109732038458
"30","DeMint (SC)","mr demint","DeMint","SC","R",30,0.728211089940125,0.195305389830006,1.26172133316638
"100","Wicker (MS)","mr wicker","Wicker","MS","R",100,0.737550097610234,0.231884959023021,1.27012124447814
"64","McCain (AZ)","mr mccain","McCain","AZ","R",64,0.771226903827282,0.375954865026606,1.1745854583242
"32","Ensign (NV)","mr ensign","Ensign","NV","R",32,0.784026459388625,0.184253576898163,1.42128020101708
"62","Lugar (IN)","mr lugar","Lugar","IN","R",62,0.793877954951112,0.0980083060971746,1.58701848455006
"11","Boozman (AR)","mr boozman","Boozman","AR","R",11,0.803255633085375,0.244252609309746,1.41848929056733
"80","Risch (ID)","mr risch","Risch","ID","R",80,0.812723326550751,0.121089840515427,1.55650314526927
"50","Johnson (WI)","mr johnson of wisconsin","Johnson","WI","R",50,0.81417455360854,0.318836479916238,1.35457479367331
"37","Graham (SC)","mr graham","Graham","SC","R",37,0.842001591071282,0.278183041538475,1.4633949034172
"27","Corker (TN)","mr corker","Corker","TN","R",27,0.891193702142054,0.440806704704729,1.3895567232703
"41","Hatch (UT)","mr hatch","Hatch","UT","R",41,0.894130420908423,0.474534940110979,1.33525531568083
"92","Thune (SD)","mr thune","Thune","SD","R",92,0.945537466409312,0.53175397584712,1.39777353362187
"28","Cornyn (TX)","mr cornyn","Cornyn","TX","R",28,0.96723483599996,0.505437197170958,1.49113201804778
"86","Sessions (AL)","mr sessions","Sessions","AL","R",86,0.99808086072863,0.643715777258051,1.38716772768208
"70","Moran (KS)","mr moran","Moran","KS","R",70,1.03431581800992,0.478080081501779,1.69585812850652
"75","Paul (KY)","mr paul","Paul","KY","R",75,1.05055719771558,0.632047122099312,1.5094521353816
"55","Kyl (AZ)","mr kyl","Kyl","AZ","R",55,1.11857637998094,0.649330870679755,1.65451924848697
"52","Kirk (IL)","mr kirk","Kirk","IL","R",52,1.17205859717657,0.514855072986316,1.98967279356742
