"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"69","Lugar (IN)","mr lugar","Lugar","IN","R",69,0.584307407904613,0.00941914624858175,1.14730937761601
"2","Allard (CO)","mr allard","Allard","CO","R",2,0.595186618859291,0.161972522249677,1.03520136084055
"13","Burns (MT)","mr burns","Burns","MT","R",13,0.608205411275172,0.091878704704096,1.13544283029132
"19","Chambliss (GA)","mr chambliss","Chambliss","GA","R",19,0.615109376156289,0.183170482710569,1.07009786075544
"88","Shelby (AL)","mr shelby","Shelby","AL","R",88,0.617843714932049,0.0387488695543298,1.23365458947095
"95","Talent (MO)","mr talent","Talent","MO","R",95,0.618786796131364,0.0840219987566164,1.16947401392139
"97","Voinovich (OH)","mr voinovich","Voinovich","OH","R",97,0.62022849112697,0.198673506648612,1.05280773292959
"71","McConnell (KY)","mr mcconnell","McConnell","KY","R",71,0.625815978744681,0.137632333774224,1.15047315140792
"6","Bennett (UT)","mr bennett","Bennett","UT","R",6,0.644917856362818,0.10927917549277,1.19479921785186
"70","McCain (AZ)","mr mccain","McCain","AZ","R",70,0.646893081935691,0.245179521235295,1.06223547672013
"91","Specter (PA)","mr specter","Specter","PA","R",91,0.653203596394342,0.185930361526249,1.10939916851586
"82","Roberts (KS)","mr roberts","Roberts","KS","R",82,0.657696017277942,0.100697725532103,1.23649538146899
"53","Hutchison (TX)","mrs hutchison","Hutchison","TX","R",53,0.660865799796923,0.242817191799376,1.0820607674672
"34","Dole (NC)","mrs dole","Dole","NC","R",34,0.669341348934006,0.12295736957405,1.25083511084773
"22","Coleman (MN)","mr coleman","Coleman","MN","R",22,0.670525197750856,0.0623280052435847,1.34769246598284
"48","Gregg (NH)","mr gregg","Gregg","NH","R",48,0.671119309999407,0.212864664123194,1.17414158531596
"47","Grassley (IA)","mr grassley","Grassley","IA","R",47,0.683100843073385,0.281450355303321,1.0949007829087
"25","Cornyn (TX)","mr cornyn","Cornyn","TX","R",25,0.735746306401122,0.335328121199651,1.18443901792158
"12","Bunning (KY)","mr bunning","Bunning","KY","R",12,0.744367660874573,0.310492238657643,1.22774940195842
"51","Hatch (UT)","mr hatch","Hatch","UT","R",51,0.780903400922167,0.423896160179166,1.15566455548752
"61","Kyl (AZ)","mr kyl","Kyl","AZ","R",61,0.81013318181673,0.301022657014795,1.39401836221396
"78","Nickles (OK)","mr nickles","Nickles","OK","R",78,0.944920911360785,0.536799934598271,1.38188863182344
"11","Brownback (KS)","mr brownback","Brownback","KS","R",11,0.961679834997667,0.441482194814754,1.56610744176104
"43","Fitzgerald (IL)","mr fitzgerald","Fitzgerald","IL","R",43,0.97352564883728,0.296439049909358,1.84582027680612
