"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"37","Fitzgerald (IL)","mr fitzgerald","Fitzgerald","IL","R",37,0.599911799143994,-0.0562954817269389,1.25876265804262
"48","Helms (NC)","mr helms","Helms","NC","R",48,0.634929707089554,-0.194338840431715,1.36935586426264
"50","Hutchinson (AR)","mr hutchinson","Hutchinson","AR","R",50,0.638792531764677,0.11717927801126,1.16536612543524
"67","Lugar (IN)","mr lugar","Lugar","IN","R",67,0.647173703356195,0.00710682077733724,1.25810277825351
"36","Feinstein (CA)","mrs feinstein","Feinstein","CA","D",36,0.68674687427548,-0.04967765698139,1.29762945778425
"59","Kyl (AZ)","mr kyl","Kyl","AZ","R",59,0.708483201689726,0.236467184193512,1.19461100146089
"4","Ashcroft (MO)","mr ashcroft","Ashcroft","MO","R",4,0.714776904479856,0.155797787933857,1.25539179570696
"13","Brownback (KS)","mr brownback","Brownback","KS","R",13,0.721532387233162,0.238945099165335,1.23475726272057
"10","Bond (MO)","mr bond","Bond","MO","R",10,0.751370019160175,0.204851468430621,1.29923328167432
"34","Enzi (WY)","mr enzi","Enzi","WY","R",34,0.757311118485553,0.198431857746342,1.31812587595244
"95","Thurmond (SC)","mr thurmond","Thurmond","SC","R",95,0.778420779866476,0.140248522129892,1.4528784665317
"70","McConnell (KY)","mr mcconnell","McConnell","KY","R",70,0.814421679620813,0.281580341917795,1.34753072603238
"22","Collins (ME)","ms collins","Collins","ME","R",22,0.876149514255202,0.472110072676624,1.29160948316652
"74","Murkowski (AK)","mr murkowski","Murkowski","AK","R",74,0.921107981494301,0.445786094852988,1.41179747659275
"42","Grams (MN)","mr grams","Grams","MN","R",42,0.92174081863727,0.466835949855933,1.37767383441136
"47","Hatch (UT)","mr hatch","Hatch","UT","R",47,0.9542820015299,0.443068840699939,1.4342702973772
