"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"99","Wellstone (MN)","mr wellstone","Wellstone","MN","D",99,-1.39420010503178,-1.7776271186871,-1.00835263288578
"49","Hollings (SC)","mr hollings","Hollings","SC","D",49,-1.28560894875123,-2.02918817309401,-0.410929393723336
"33","Edwards (NC)","mr edwards","Edwards","NC","D",33,-0.904066132367988,-1.53042059962041,-0.225013476529334
"31","Dorgan (ND)","mr dorgan","Dorgan","ND","D",31,-0.863603684911485,-1.33699859513211,-0.378625707509547
"32","Durbin (IL)","mr durbin","Durbin","IL","D",32,-0.803962124816939,-1.20580560765539,-0.420567403673424
"46","Harkin (IA)","mr harkin","Harkin","IA","D",46,-0.781922418248759,-1.22314568435153,-0.327123266349473
"11","Boxer (CA)","mrs boxer","Boxer","CA","D",11,-0.764925917080531,-1.15281705187107,-0.390962289019124
"81","Rockefeller (WV)","mr rockefeller","Rockefeller","WV","D",81,-0.744503611595553,-1.36222703807404,-0.142517699019487
"73","Moynihan (NY)","mr moynihan","Moynihan","NY","D",73,-0.73142410074605,-1.40351319850104,-0.00910195930197125
"27","Daschle (SD)","mr daschle","Daschle","SD","D",27,-0.623312177326801,-1.02926691513466,-0.212700312517858
"100","Wyden (OR)","mr wyden","Wyden","OR","D",100,-0.525197077669154,-1.11916532644167,0.0774071123800719
"85","Schumer (NY)","mr schumer","Schumer","NY","D",85,-0.520814813219378,-1.00840029802862,-0.0296349101479144
"78","Reid (NV)","mr reid","Reid","NV","D",78,-0.519831824281122,-0.971704564993048,-0.0489662271710468
"75","Murray (WA)","mrs murray","Murray","WA","D",75,-0.498791205463181,-0.953524128187826,-0.00528776954639726
"56","Kennedy (MA)","mr kennedy","Kennedy","MA","D",56,-0.469190383742276,-0.841250094486261,-0.103514421193687
"29","Dodd (CT)","mr dodd","Dodd","CT","D",29,-0.45990687584339,-0.8588379886242,-0.0543295211694253
"55","Johnson (SD)","mr johnson","Johnson","SD","D",55,-0.44255091425457,-1.08545734409785,0.202089163162405
"44","Gregg (NH)","mr gregg","Gregg","NH","R",44,-0.415091926880844,-1.19849390353259,0.567045891325803
"35","Feingold (WI)","mr feingold","Feingold","WI","D",35,-0.389391715854034,-0.985068367010921,0.238178103820524
"71","Mikulski (MD)","ms mikulski","Mikulski","MD","D",71,-0.357753807198463,-0.881114324008872,0.170112408196513
"66","Lott (MS)","mr lott","Lott","MS","R",66,-0.35203555865937,-0.756399876300627,0.0746028069856667
"57","Kerry (MA)","mr kerry","Kerry","MA","D",57,-0.316177242875974,-0.859663105059797,0.274559796083373
"61","Lautenberg (NJ)","mr lautenberg","Lautenberg","NJ","D",61,-0.300265116973604,-0.846264144211042,0.264479989151806
"72","Miller (GA)","mr miller","Miller","GA","D",72,-0.288391137073851,-1.39574792788433,0.800727839982793
"23","Conrad (ND)","mr conrad","Conrad","ND","D",23,-0.23557076570024,-0.996588978607043,0.511572176704553
"53","Inouye (HI)","mr inouye","Inouye","HI","D",53,-0.227646896599608,-1.13890993093947,0.68451647153336
"9","Bingaman (NM)","mr bingaman","Bingaman","NM","D",9,-0.197615462582595,-0.649691603037258,0.270093650698281
"63","Levin (MI)","mr levin","Levin","MI","D",63,-0.180368469828025,-0.64230585058277,0.272701588306093
"2","Akaka (HI)","mr akaka","Akaka","HI","D",2,-0.158867801136349,-1.12742409074054,0.969886487429587
"65","Lincoln (AR)","mrs lincoln","Lincoln","AR","D",65,-0.146873748761887,-0.689218153793876,0.370111439311866
"7","Bennett (UT)","mr bennett","Bennett","UT","R",7,-0.145074743713729,-0.888776469473185,0.575818879377392
"17","Byrd (WV)","mr byrd","Byrd","WV","D",17,-0.140020025800646,-0.833519689696903,0.52084523512223
"77","Reed (RI)","mr reed","Reed","RI","D",77,-0.109790212180441,-0.710103372489255,0.435890198598935
"79","Robb (VA)","mr robb","Robb","VA","D",79,-0.0492198889300759,-0.506808219575539,0.443235243082599
"6","Bayh (IN)","mr bayh","Bayh","IN","D",6,-0.0316482703857573,-0.976635809952683,0.948166195655505
"12","Breaux (LA)","mr breaux","Breaux","LA","D",12,-0.0137332016759989,-0.740349896533023,0.72297458334544
"96","Torricelli (NJ)","mr torricelli","Torricelli","NJ","D",96,-0.0123766353282273,-0.54900698882257,0.543992488690805
"62","Leahy (VT)","mr leahy","Leahy","VT","D",62,-0.00262824228469343,-0.694421740593164,0.694323268870471
"5","Baucus (MT)","mr baucus","Baucus","MT","D",5,0.0200573985596233,-0.621313343423195,0.715043413085305
"60","Landrieu (LA)","ms landrieu","Landrieu","LA","D",60,0.0206947152237133,-0.522046378617947,0.571614608244515
"64","Lieberman (CT)","mr lieberman","Lieberman","CT","D",64,0.0329967797923887,-0.617975135312932,0.695601362217076
"8","Biden (DE)","mr biden","Biden","DE","D",8,0.0372817869595591,-0.558684568542651,0.629578141890179
"76","Nickles (OK)","mr nickles","Nickles","OK","R",76,0.0402390120702035,-0.684010948068243,0.676042759807555
"58","Kohl (WI)","mr kohl","Kohl","WI","D",58,0.052025399554878,-0.431467237194131,0.531526554428541
"88","Smith (NH)","mr smith of new hampshire","Smith","NH","R",88,0.0874760771835636,-0.705643599956624,0.800660099885264
"91","Specter (PA)","mr specter","Specter","PA","R",91,0.0978860118657643,-0.631437032626403,0.767517708544713
"83","Santorum (PA)","mr santorum","Santorum","PA","R",83,0.102117846293253,-0.50677332129618,0.667752398864986
"52","Inhofe (OK)","mr inhofe","Inhofe","OK","R",52,0.105303071668409,-0.620314229724399,0.752916466640777
"89","Smith (OR)","mr smith of oregon","Smith","OR","R",89,0.113015137964465,-0.512626777011814,0.733310555331979
"30","Domenici (NM)","mr domenici","Domenici","NM","R",30,0.153724762281582,-0.347154999705119,0.62925509589067
"98","Warner (VA)","mr warner","Warner","VA","D",98,0.160652743794913,-0.332011911368915,0.666978489901464
"21","Cochran (MS)","mr cochran","Cochran","MS","R",21,0.190160992164033,-0.308628639314214,0.681043172551698
"51","Hutchison (TX)","mrs hutchison","Hutchison","TX","R",51,0.192436831037519,-0.288524038955959,0.662668907982351
"15","Bunning (KY)","mr bunning","Bunning","KY","R",15,0.212283321611085,-0.33497256928337,0.758454760306783
"82","Roth (DE)","mr roth","Roth","DE","R",82,0.213263500893533,-0.329900751572084,0.751707500560093
"20","Cleland (GA)","mr cleland","Cleland","GA","D",20,0.221198824330259,-0.441994976740289,0.884481687420829
"86","Sessions (AL)","mr sessions","Sessions","AL","R",86,0.231222884920003,-0.204986316693793,0.649392833349757
"25","Craig (ID)","mr craig","Craig","ID","R",25,0.246581547184024,-0.209190187147866,0.711008486871114
"84","Sarbanes (MD)","mr sarbanes","Sarbanes","MD","D",84,0.265383274531747,-0.497485994295012,0.999548447891193
"16","Burns (MT)","mr burns","Burns","MT","R",16,0.266252620570404,-0.295683758357368,0.803936301192751
"18","Campbell (CO)","mr campbell","Campbell","CO","R",18,0.286548557936638,-0.263021110136766,0.836416887440562
"54","Jeffords (VT)","mr jeffords","Jeffords","VT","I",54,0.30151396234382,-0.12252904047648,0.730654421070957
"40","Graham (SC)","mr graham","Graham","SC","R",40,0.304432608781632,-0.21250417177325,0.798543033827314
"39","Gorton (WA)","mr gorton","Gorton","WA","R",39,0.306779109851745,-0.102639788877978,0.720987254355515
"68","Mack (FL)","mr mack","Mack","FL","R",68,0.315603153256208,-0.302682504103031,0.905639218512119
"43","Grassley (IA)","mr grassley","Grassley","IA","R",43,0.326411266322669,-0.130081755158177,0.768607129016038
"19","Chafee (RI)","mr chafee","Chafee","RI","R",19,0.334601641949816,-0.225809405688973,0.875524784351623
"3","Allard (CO)","mr allard","Allard","CO","R",3,0.356819140272288,-0.189403880671576,0.903593726569127
"92","Stevens (AK)","mr stevens","Stevens","AK","R",92,0.376739750500257,-0.118960611175188,0.88868421856418
"24","Coverdell (GA)","mr coverdell","Coverdell","GA","R",24,0.388163105525007,-0.0573878786285125,0.821617360365861
"93","Thomas (WY)","mr thomas","Thomas","WY","R",93,0.392471416349464,-0.281424865082269,1.0543961836114
"26","Crapo (ID)","mr crapo","Crapo","ID","R",26,0.393430203073473,-0.30082354341976,1.05617333698266
"38","Frist (TN)","mr frist","Frist","TN","R",38,0.394750383970445,-0.0900469722107018,0.878569421836395
"28","DeWine (OH)","mr dewine","DeWine","OH","R",28,0.447685497528331,-0.0521616462527602,0.935533870850165
"97","Voinovich (OH)","mr voinovich","Voinovich","OH","R",97,0.456148696451164,-0.187128683575627,1.10337073728842
"45","Hagel (NE)","mr hagel","Hagel","NE","R",45,0.478676132937173,-0.154484551600468,1.09486801344588
"90","Snowe (ME)","ms snowe","Snowe","ME","R",90,0.492716916965346,0.027179558217641,0.956836590794522
"1","Abraham (MI)","mr abraham","Abraham","MI","R",1,0.493514393092888,-0.0296808129920315,1.02030888332278
"14","Bryan (NV)","mr bryan","Bryan","NV","D",14,0.502757263249225,-0.435189758198909,1.38506510487998
"87","Shelby (AL)","mr shelby","Shelby","AL","R",87,0.503536333362931,-0.094842305258111,1.09646584472857
"80","Roberts (KS)","mr roberts","Roberts","KS","R",80,0.504856463934432,-0.107690978701725,1.10558632321575
"41","Gramm (TX)","mr gramm","Gramm","TX","R",41,0.556306499636543,-0.0234314481116794,1.10253986249009
"69","McCain (AZ)","mr mccain","McCain","AZ","R",69,0.56234295689391,0.133491280527178,0.986122472863221
"94","Thompson (TN)","mr thompson","Thompson","TN","R",94,0.567032087322395,-0.0430507610884558,1.19133707165053
