"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"79","Reid (NV)","mr reid","Reid","NV","D",79,-1.69095548920999,-2.00591360658872,-1.39087621118513
"67","Lott (MS)","mr lott","Lott","MS","R",67,-0.946923303283314,-1.39056865329572,-0.539118354919687
"77","Nickles (OK)","mr nickles","Nickles","OK","R",77,-0.913888779930575,-1.38432598710552,-0.462895922572756
"15","Byrd (WV)","mr byrd","Byrd","WV","D",15,-0.898515246497738,-1.39750367136284,-0.396816846262358
"92","Stevens (AK)","mr stevens","Stevens","AK","R",92,-0.789975368207987,-1.40092543156717,-0.172754590839839
"73","Murkowski (AK)","mr murkowski","Murkowski","AK","R",73,-0.779321897947286,-1.29441610734432,-0.273424695456252
"7","Bennett (UT)","mr bennett","Bennett","UT","R",7,-0.729536184553882,-1.63839870453315,0.222194026569025
"44","Gramm (TX)","mr gramm","Gramm","TX","R",44,-0.700963607609052,-1.13744242088765,-0.268909769345556
"34","Dorgan (ND)","mr dorgan","Dorgan","ND","D",34,-0.698956994529191,-1.13141077544633,-0.283757455345452
"54","Inhofe (OK)","mr inhofe","Inhofe","OK","R",54,-0.585138265004002,-1.2347699587465,0.0612329177599086
"33","Domenici (NM)","mr domenici","Domenici","NM","R",33,-0.573899689126338,-1.00597281013226,-0.127627719601498
"29","Daschle (SD)","mr daschle","Daschle","SD","D",29,-0.557481750283846,-0.925719749504691,-0.191093149713672
"8","Biden (DE)","mr biden","Biden","DE","D",8,-0.541273706292985,-1.06350699920998,-0.0243709218299214
"51","Hollings (SC)","mr hollings","Hollings","SC","D",51,-0.471523422420544,-1.09119295708931,0.1870032070693
"30","Dayton (MN)","mr dayton","Dayton","MN","D",30,-0.438530298880518,-1.30820490942461,0.532544886729029
"98","Warner (VA)","mr warner","Warner","VA","D",98,-0.395169311387194,-0.819860471374693,0.0303043514250622
"100","Wyden (OR)","mr wyden","Wyden","OR","D",100,-0.377565821355616,-1.07667226735977,0.384219412440635
"27","Craig (ID)","mr craig","Craig","ID","R",27,-0.322669450506468,-0.864235547465694,0.232950917659229
"12","Brownback (KS)","mr brownback","Brownback","KS","R",12,-0.305804035499547,-0.934879948091341,0.334694448714616
"90","Specter (PA)","mr specter","Specter","PA","R",90,-0.304861769198807,-0.976868638801832,0.366590380147073
"99","Wellstone (MN)","mr wellstone","Wellstone","MN","D",99,-0.271212044091872,-0.645097710589764,0.100822606920392
"10","Boxer (CA)","mrs boxer","Boxer","CA","D",10,-0.206126916968901,-0.63969940647537,0.21670419016959
"14","Burns (MT)","mr burns","Burns","MT","R",14,-0.196540783950536,-0.699037344935199,0.315552033139941
"37","Ensign (NV)","mr ensign","Ensign","NV","R",37,-0.19519973031705,-0.882468612336453,0.47072765441964
"72","Miller (GA)","mr miller","Miller","GA","D",72,-0.170802110185321,-0.888955789936255,0.593119052994188
"13","Bunning (KY)","mr bunning","Bunning","KY","R",13,-0.170323467523117,-0.818316300547415,0.479894897150645
"84","Schumer (NY)","mr schumer","Schumer","NY","D",84,-0.164408751253493,-0.621945105482336,0.302701445090622
"46","Gregg (NH)","mr gregg","Gregg","NH","R",46,-0.161118535021348,-1.07847202136655,0.875737850808553
"93","Thomas (WY)","mr thomas","Thomas","WY","R",93,-0.159941506308328,-0.656059332609335,0.322242000188383
"53","Hutchison (TX)","mrs hutchison","Hutchison","TX","R",53,-0.142064160984502,-0.578331326717068,0.284693829716501
"9","Bingaman (NM)","mr bingaman","Bingaman","NM","D",9,-0.0961653513359332,-0.621852760491286,0.434461070101116
"55","Inouye (HI)","mr inouye","Inouye","HI","D",55,-0.0803067659405458,-1.18849822217883,1.044153657746
"94","Thompson (TN)","mr thompson","Thompson","TN","R",94,-0.0750108228889099,-0.653198562357671,0.503187142355633
"95","Thurmond (SC)","mr thurmond","Thurmond","SC","R",95,-0.0646573067179293,-0.915897408316251,0.790847053739696
"83","Sarbanes (MD)","mr sarbanes","Sarbanes","MD","D",83,-0.0435182016633458,-0.524999520165187,0.45738648026561
"28","Crapo (ID)","mr crapo","Crapo","ID","R",28,-0.042719173219638,-0.823612318537194,0.739089057057017
"16","Campbell (CO)","mr campbell","Campbell","CO","R",16,-0.0426225557163797,-0.813850769098168,0.741206192205273
"11","Breaux (LA)","mr breaux","Breaux","LA","D",11,-0.0253820653404103,-0.590684389103546,0.525989282598201
"38","Enzi (WY)","mr enzi","Enzi","WY","R",38,0.00402544962095989,-0.517248265717269,0.518597814024783
"50","Helms (NC)","mr helms","Helms","NC","R",50,0.0367869233176817,-0.840703077188983,0.878684950803114
"20","Chafee (RI)","mr chafee","Chafee","RI","R",20,0.0531877247206681,-0.758592512780637,0.848133302562942
"91","Stabenow (MI)","ms stabenow","Stabenow","MI","D",91,0.0587882031979321,-0.379237800960755,0.502092535520444
"45","Grassley (IA)","mr grassley","Grassley","IA","R",45,0.0727031732891824,-0.359256423187892,0.502056442667893
"5","Baucus (MT)","mr baucus","Baucus","MT","D",5,0.0734277780057619,-0.341456052232002,0.472707035233992
"35","Durbin (IL)","mr durbin","Durbin","IL","D",35,0.116482583754107,-0.308387533729417,0.539571704104129
"64","Levin (MI)","mr levin","Levin","MI","D",64,0.119807513360868,-0.40758322957062,0.647793570230162
"32","Dodd (CT)","mr dodd","Dodd","CT","D",32,0.136599146578718,-0.286661549519619,0.569130788297739
