"","member.name","speaker","last.name","state","party","memberID","theta.est","theta.cilb","theta.ciub"
"28","Corzine (NJ)","mr corzine","Corzine","NJ","D",28,-0.506141377314188,-0.985227128512763,-0.0286728735765702
"9","Biden (DE)","mr biden","Biden","DE","D",9,-0.472465220765055,-0.971716762110525,0.0482910131567973
"64","Lieberman (CT)","mr lieberman","Lieberman","CT","D",64,-0.459384537284909,-0.927932180889474,0.00577773610958204
"31","Dayton (MN)","mr dayton","Dayton","MN","D",31,-0.435803909706507,-0.933064122293621,0.0619092189479904
"57","Kerry (MA)","mr kerry","Kerry","MA","D",57,-0.406955346668858,-0.777733082672441,-0.0378841338480813
"7","Bennet (CO)","mr bennet","Bennet","CO","D",7,-0.406659230266888,-1.12855412291043,0.359165217548999
"1","Akaka (HI)","mr akaka","Akaka","HI","D",1,-0.398271760520759,-0.847815652547955,0.0415988742310862
"41","Feingold (WI)","mr feingold","Feingold","WI","D",41,-0.397816391404131,-0.752868194681497,-0.0387887669758238
"34","Dodd (CT)","mr dodd","Dodd","CT","D",34,-0.386052957217785,-0.801008217696371,0.0347485609498089
"82","Rockefeller (WV)","mr rockefeller","Rockefeller","WV","D",82,-0.381455985261159,-1.03187239452181,0.339363407728071
"77","Obama (IL)","mr obama","Obama","IL","D",77,-0.374445688293722,-0.736807028386836,-0.0191176456353373
"63","Levin (MI)","mr levin","Levin","MI","D",63,-0.371500314414517,-0.800716920589627,0.0738028679876045
"21","Clinton (NY)","mrs clinton","Clinton","NY","D",21,-0.368858341084662,-0.782277838465532,0.0644788969447844
"48","Harkin (IA)","mr harkin","Harkin","IA","D",48,-0.36441099406964,-0.763556181947786,0.0297045153950471
"86","Schumer (NY)","mr schumer","Schumer","NY","D",86,-0.360481667342076,-0.816895540029499,0.0897672980334458
"79","Reed (RI)","mr reed","Reed","RI","D",79,-0.354765808188913,-0.777410047082221,0.0872991732368397
"71","Menendez (NJ)","mr menendez","Menendez","NJ","D",71,-0.341010483995731,-0.888234040914308,0.21349196341745
"60","Landrieu (LA)","ms landrieu","Landrieu","LA","D",60,-0.327273036845513,-0.944010733026984,0.334362582309207
"26","Conrad (ND)","mr conrad","Conrad","ND","D",26,-0.322853329568521,-0.792683181237703,0.143800784858208
"58","Kohl (WI)","mr kohl","Kohl","WI","D",58,-0.322169828780689,-0.72711461972178,0.0874050216207859
"80","Reid (NV)","mr reid","Reid","NV","D",80,-0.319798189316613,-0.640787507978759,0.00128068659927832
"76","Nelson (NE)","mr nelson of nebraska","Nelson","NE","D",76,-0.283116714461791,-0.926725698511313,0.380430787440968
"78","Pryor (AR)","mr pryor","Pryor","AR","D",78,-0.274728024528435,-0.832541991852675,0.334885415035609
"100","Warner (VA)","mr warner","Warner","VA","D",100,-0.268903677588771,-0.775845030751968,0.232652308411438
"56","Kennedy (MA)","mr kennedy","Kennedy","MA","D",56,-0.22350298499971,-0.532841946263211,0.0930791020342723
"54","Jeffords (VT)","mr jeffords","Jeffords","VT","I",54,-0.199158969275902,-0.809926540145657,0.420935245421276
"83","Salazar (CO)","mr salazar","Salazar","CO","D",83,-0.115065869645062,-0.494768844618736,0.272461979579671
"42","Feinstein (CA)","mrs feinstein","Feinstein","CA","D",42,-0.0789832408946238,-0.467236866491586,0.316192063014154
"5","Baucus (MT)","mr baucus","Baucus","MT","D",5,-0.00689384483287793,-0.545749746642298,0.56071146768709
"10","Bingaman (NM)","mr bingaman","Bingaman","NM","D",10,0.2488039003656,-0.286680726465908,0.789783002217617
"69","McCain (AZ)","mr mccain","McCain","AZ","R",69,0.483529086431241,0.159684883598661,0.682015148217782
"33","DeWine (OH)","mr dewine","DeWine","OH","R",33,0.507651391307132,0.210943404172822,0.714265672721036
"93","Stevens (AK)","mr stevens","Stevens","AK","R",93,0.509870393333835,0.194832460097911,0.718587554948592
"39","Ensign (NV)","mr ensign","Ensign","NV","R",39,0.513713013460225,0.231388309619352,0.71619757681212
"90","Snowe (ME)","ms snowe","Snowe","ME","R",90,0.519302353432823,0.241215583088024,0.734207569893143
"96","Thomas (WY)","mr thomas","Thomas","WY","R",96,0.522448868215476,0.248320993541736,0.729523164333397
"8","Bennett (UT)","mr bennett","Bennett","UT","R",8,0.522772776141845,0.232184350304595,0.743903129020654
"12","Brownback (KS)","mr brownback","Brownback","KS","R",12,0.524266830028724,0.25973189426509,0.727966594589129
"22","Coburn (OK)","mr coburn","Coburn","OK","R",22,0.526035836118706,0.257232937547234,0.732815420852984
"81","Roberts (KS)","mr roberts","Roberts","KS","R",81,0.526851165472115,0.256120295702906,0.753255878126581
"27","Cornyn (TX)","mr cornyn","Cornyn","TX","R",27,0.527158421263671,0.297311421722166,0.727466260935912
"40","Enzi (WY)","mr enzi","Enzi","WY","R",40,0.527858473018211,0.278136217457923,0.740080092456272
"89","Smith (OR)","mr smith","Smith","OR","R",89,0.528811273704888,0.277185332317354,0.74042668981284
"36","Domenici (NM)","mr domenici","Domenici","NM","R",36,0.529672583550077,0.291460275315168,0.73360656163529
"13","Bunning (KY)","mr bunning","Bunning","KY","R",13,0.529800338755626,0.266925275996235,0.752877777861254
"44","Graham (SC)","mr graham","Graham","SC","R",44,0.5299430327555,0.277820781932479,0.746999709204378
"99","Voinovich (OH)","mr voinovich","Voinovich","OH","R",99,0.530791738198354,0.279653703645171,0.748536764627446
"67","Lugar (IN)","mr lugar","Lugar","IN","R",67,0.53157026242586,0.270640754736665,0.754963930097257
"23","Cochran (MS)","mr cochran","Cochran","MS","R",23,0.532693374711432,0.284263379333209,0.754175567923391
"95","Talent (MO)","mr talent","Talent","MO","R",95,0.532854091661392,0.276806345892011,0.76278402662415
"88","Shelby (AL)","mr shelby","Shelby","AL","R",88,0.533586493155709,0.283770365184731,0.763367393238471
"50","Hutchison (TX)","mrs hutchison","Hutchison","TX","R",50,0.533865604571787,0.304036256217149,0.742631688389297
"51","Inhofe (OK)","mr inhofe","Inhofe","OK","R",51,0.533989803408381,0.289344476750418,0.756779113556535
"43","Frist (TN)","mr frist","Frist","TN","R",43,0.534571357085881,0.325107999620172,0.723594938304135
"19","Chafee (RI)","mr chafee","Chafee","RI","R",19,0.536113540022964,0.268064058850555,0.775437646945653
"97","Thune (SD)","mr thune","Thune","SD","R",97,0.536485428120177,0.290030865718954,0.758102427812029
"49","Hatch (UT)","mr hatch","Hatch","UT","R",49,0.537872423992949,0.333749132267715,0.738594731845681
"30","Crapo (ID)","mr crapo","Crapo","ID","R",30,0.538594004418793,0.266669458400398,0.783407923918742
"29","Craig (ID)","mr craig","Craig","ID","R",29,0.541573884990114,0.320086510652911,0.765911992815332
"47","Hagel (NE)","mr hagel","Hagel","NE","R",47,0.541600851127797,0.294493989026254,0.773373525114119
"32","DeMint (SC)","mr demint","DeMint","SC","R",32,0.54384678853206,0.306949542938205,0.782483839441402
"68","Martinez (FL)","mr martinez","Martinez","FL","R",68,0.545037593599629,0.308445109465274,0.771566965439303
"46","Gregg (NH)","mr gregg","Gregg","NH","R",46,0.548415729683463,0.32397244409866,0.780054877114477
"53","Isakson (GA)","mr isakson","Isakson","GA","R",53,0.549095902347798,0.330256891262214,0.785560716826479
"66","Lott (MS)","mr lott","Lott","MS","R",66,0.552035474755231,0.322829117221356,0.797201821259673
"4","Allen (VA)","mr allen","Allen","VA","R",4,0.552547351444059,0.323516287024814,0.788106063037753
"14","Burns (MT)","mr burns","Burns","MT","R",14,0.553468006449709,0.33988782627941,0.785477588112635
"94","Sununu (NH)","mr sununu","Sununu","NH","R",94,0.555630674230586,0.322126921895203,0.808715384889323
"84","Santorum (PA)","mr santorum","Santorum","PA","R",84,0.555904850941431,0.333769477432766,0.799677927562505
"25","Collins (ME)","ms collins","Collins","ME","R",25,0.557692233956013,0.330451628646606,0.808249492147915
"35","Dole (NC)","mrs dole","Dole","NC","R",35,0.557713046593321,0.32088090875055,0.830963815327924
"45","Grassley (IA)","mr grassley","Grassley","IA","R",45,0.559818504649057,0.353824641253411,0.785964808427919
"2","Alexander (TN)","mr alexander","Alexander","TN","R",2,0.563618023890496,0.360610170980247,0.79815951643829
"91","Specter (PA)","mr specter","Specter","PA","R",91,0.570836869424974,0.377288277510158,0.820150824928223
"3","Allard (CO)","mr allard","Allard","CO","R",3,0.574076410844875,0.375701781656173,0.844315511809817
"98","Vitter (LA)","mr vitter","Vitter","LA","R",98,0.574248184643363,0.375438256945858,0.847911066227705
"15","Burr (NC)","mr burr","Burr","NC","R",15,0.577933418882379,0.370936445624653,0.886010101083955
"24","Coleman (MN)","mr coleman","Coleman","MN","R",24,0.580064328237993,0.375811907065073,0.880207437407153
"70","McConnell (KY)","mr mcconnell","McConnell","KY","R",70,0.581763600400637,0.389970595592374,0.856082953435492
"20","Chambliss (GA)","mr chambliss","Chambliss","GA","R",20,0.583325092735094,0.391481528953626,0.88348582789648
"73","Murkowski (AK)","ms murkowski","Murkowski","AK","R",73,0.585887582844499,0.378228190958857,0.910958307188885
"87","Sessions (AL)","mr sessions","Sessions","AL","R",87,0.593726500983633,0.411228096179609,0.884908487101227
"59","Kyl (AZ)","mr kyl","Kyl","AZ","R",59,0.626242044122125,0.440191752251873,0.993960981356401
