"speaker","congress","first.name","last.name","state","party","speaker.name","speakerID","stateName","retiring","running","appointeeRunning","specialElection","female"
"mr corzine",109,"Jon","Corzine","NJ","D","Corzine (NJ)",59,"New Jersey",0,0,0,0,0
"mr coverdell",104,"Paul","Coverdell","GA","R","Coverdell (GA)",60,"Georgia",0,0,0,0,0
"mr coverdell",105,"Paul","Coverdell","GA","R","Coverdell (GA)",60,"Georgia",0,1,0,0,0
"mr coverdell",106,"Paul","Coverdell","GA","R","Coverdell (GA)",60,"Georgia",0,0,0,0,0
"mr cowan",113,"William 'Mo'","Cowan","MA","D","Cowan (MA)",61,"Massachusetts",0,0,0,0,0
"mr craig",104,"Larry E.","Craig","ID","R","Craig (ID)",62,"Idaho",0,1,0,0,0
"mr craig",105,"Larry E.","Craig","ID","R","Craig (ID)",62,"Idaho",0,0,0,0,0
"mr craig",106,"Larry E.","Craig","ID","R","Craig (ID)",62,"Idaho",0,0,0,0,0
"mr craig",107,"Larry E.","Craig","ID","R","Craig (ID)",62,"Idaho",0,1,0,0,0
"mr craig",108,"Larry E.","Craig","ID","R","Craig (ID)",62,"Idaho",0,0,0,0,0
"mr craig",109,"Larry E.","Craig","ID","R","Craig (ID)",62,"Idaho",0,0,0,0,0
"mr craig",110,"Larry E.","Craig","ID","R","Craig (ID)",62,"Idaho",1,0,0,0,0
"mr crapo",106,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,0,0,0,0
"mr crapo",107,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,0,0,0,0
"mr crapo",108,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,1,0,0,0
"mr crapo",109,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,0,0,0,0
"mr crapo",110,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,0,0,0,0
"mr crapo",111,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,1,0,0,0
"mr crapo",112,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,0,0,0,0
"mr crapo",113,"Mike","Crapo","ID","R","Crapo (ID)",63,"Idaho",0,0,0,0,0
"mr cruz",113,"Ted","Cruz","TX","R","Cruz (TX)",64,"Texas",0,0,0,0,0
"mr d'amato",104,"Alfonse M.","DAmato","NY","R","DAmato (NY)",65,"New York",0,0,0,0,0
"mr d'amato",105,"Alfonse M.","DAmato","NY","R","DAmato (NY)",65,"New York",0,1,0,0,0
"mr daschle",104,"Tom","Daschle","SD","D","Daschle (SD)",66,"South Dakota",0,0,0,0,0
"mr daschle",105,"Tom","Daschle","SD","D","Daschle (SD)",66,"South Dakota",0,1,0,0,0
"mr daschle",106,"Tom","Daschle","SD","D","Daschle (SD)",66,"South Dakota",0,0,0,0,0
"mr daschle",107,"Tom","Daschle","SD","D","Daschle (SD)",66,"South Dakota",0,0,0,0,0
"mr daschle",108,"Tom","Daschle","SD","D","Daschle (SD)",66,"South Dakota",0,1,0,0,0
"mr dayton",107,"Mark","Dayton","MN","DFL","Dayton (MN)",67,"Minnesota",0,0,0,0,0
"mr dayton",108,"Mark","Dayton","MN","DFL","Dayton (MN)",67,"Minnesota",0,0,0,0,0
"mr dayton",109,"Mark","Dayton","MN","DFL","Dayton (MN)",67,"Minnesota",1,0,0,0,0
"mr demint",109,"James","DeMint","SC","R","DeMint (SC)",68,"South Carolina",0,0,0,0,0
"mr demint",110,"James","DeMint","SC","R","DeMint (SC)",68,"South Carolina",0,0,0,0,0
"mr demint",111,"James","DeMint","SC","R","DeMint (SC)",68,"South Carolina",0,1,0,0,0
"mr demint",112,"James","DeMint","SC","R","DeMint (SC)",68,"South Carolina",0,0,0,0,0
"mr dewine",104,"Mike","DeWine","OH","R","DeWine (OH)",69,"Ohio",0,0,0,0,0
"mr dewine",105,"Mike","DeWine","OH","R","DeWine (OH)",69,"Ohio",0,0,0,0,0
"mr dewine",106,"Mike","DeWine","OH","R","DeWine (OH)",69,"Ohio",0,1,0,0,0
"mr dewine",107,"Mike","DeWine","OH","R","DeWine (OH)",69,"Ohio",0,0,0,0,0
"mr dewine",108,"Mike","DeWine","OH","R","DeWine (OH)",69,"Ohio",0,0,0,0,0
"mr dewine",109,"Mike","DeWine","OH","R","DeWine (OH)",69,"Ohio",0,1,0,0,0
"mr dodd",104,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",0,0,0,0,0
"mr dodd",105,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",0,1,0,0,0
"mr dodd",106,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",0,0,0,0,0
"mr dodd",107,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",0,0,0,0,0
"mr dodd",108,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",0,1,0,0,0
"mr dodd",109,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",0,0,0,0,0
"mr dodd",110,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",0,0,0,0,0
"mr dodd",111,"Christopher J.","Dodd","CT","D","Dodd (CT)",70,"Connecticut",1,0,0,0,0
"mrs dole",108,"Elizabeth","Dole","NC","R","Dole (NC)",71,"North Carolina",0,0,0,0,1
"mrs dole",109,"Elizabeth","Dole","NC","R","Dole (NC)",71,"North Carolina",0,0,0,0,1
"mrs dole",110,"Elizabeth","Dole","NC","R","Dole (NC)",71,"North Carolina",0,1,0,0,1
"mr dole",104,"Robert","Dole","KS","R","Dole (KS)",72,"Kansas",0,0,0,0,0
"mr domenici",104,"Pete V.","Domenici","NM","R","Domenici (NM)",73,"New Mexico",0,1,0,0,0
"mr domenici",105,"Pete V.","Domenici","NM","R","Domenici (NM)",73,"New Mexico",0,0,0,0,0
"mr domenici",106,"Pete V.","Domenici","NM","R","Domenici (NM)",73,"New Mexico",0,0,0,0,0
"mr domenici",107,"Pete V.","Domenici","NM","R","Domenici (NM)",73,"New Mexico",0,1,0,0,0
"mr domenici",108,"Pete V.","Domenici","NM","R","Domenici (NM)",73,"New Mexico",0,0,0,0,0
"mr domenici",109,"Pete V.","Domenici","NM","R","Domenici (NM)",73,"New Mexico",0,0,0,0,0
"mr domenici",110,"Pete V.","Domenici","NM","R","Domenici (NM)",73,"New Mexico",1,0,0,0,0
"mr donnelly",113,"Joe","Donnelly","IN","D","Donnelly (IN)",74,"Indiana",0,0,0,0,0
"mr dorgan",104,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",0,0,0,0,0
"mr dorgan",105,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",0,1,0,0,0
"mr dorgan",106,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",0,0,0,0,0
"mr dorgan",107,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",0,0,0,0,0
"mr dorgan",108,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",0,1,0,0,0
"mr dorgan",109,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",0,0,0,0,0
"mr dorgan",110,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",0,0,0,0,0
"mr dorgan",111,"Byron L.","Dorgan","ND","D","Dorgan (ND)",75,"North Dakota",1,0,0,0,0
"mr durbin",105,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,0,0,0,0
"mr durbin",106,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,0,0,0,0
"mr durbin",107,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,1,0,0,0
"mr durbin",108,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,0,0,0,0
"mr durbin",109,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,0,0,0,0
"mr durbin",110,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,1,0,0,0
"mr durbin",111,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,0,0,0,0
"mr durbin",112,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,0,0,0,0
"mr durbin",113,"Richard","Durbin","IL","D","Durbin (IL)",76,"Illinois",0,1,0,0,0
"mr edwards",106,"John","Edwards","NC","D","Edwards (NC)",77,"North Carolina",0,0,0,0,0
"mr edwards",107,"John","Edwards","NC","D","Edwards (NC)",77,"North Carolina",0,0,0,0,0
"mr edwards",108,"John","Edwards","NC","D","Edwards (NC)",77,"North Carolina",1,0,0,0,0
"mr ensign",107,"John","Ensign","NV","R","Ensign (NV)",78,"Nevada",0,0,0,0,0
"mr ensign",108,"John","Ensign","NV","R","Ensign (NV)",78,"Nevada",0,0,0,0,0
"mr ensign",109,"John","Ensign","NV","R","Ensign (NV)",78,"Nevada",0,1,0,0,0
"mr ensign",110,"John","Ensign","NV","R","Ensign (NV)",78,"Nevada",0,0,0,0,0
"mr ensign",111,"John","Ensign","NV","R","Ensign (NV)",78,"Nevada",0,0,0,0,0
"mr ensign",112,"John","Ensign","NV","R","Ensign (NV)",78,"Nevada",0,0,0,0,0
"mr enzi",105,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,0,0,0,0
"mr enzi",106,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,0,0,0,0
"mr enzi",107,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,1,0,0,0
"mr enzi",108,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,0,0,0,0
"mr enzi",109,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,0,0,0,0
"mr enzi",110,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,1,0,0,0
"mr enzi",111,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,0,0,0,0
"mr enzi",112,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,0,0,0,0
"mr enzi",113,"Michael","Enzi","WY","R","Enzi (WY)",79,"Wyoming",0,1,0,0,0
"mr exon",104,"J. James","Exon","NE","D","Exon (NE)",80,"Nebraska",1,0,0,0,0
"mr faircloth",104,"D. M. 'Lauch'","Faircloth","NC","R","Faircloth (NC)",81,"North Carolina",0,0,0,0,0
"mr faircloth",105,"D. M. 'Lauch'","Faircloth","NC","R","Faircloth (NC)",81,"North Carolina",0,1,0,0,0
"mr feingold",104,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,0,0,0,0
"mr feingold",105,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,1,0,0,0
"mr feingold",106,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,0,0,0,0
"mr feingold",107,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,0,0,0,0
"mr feingold",108,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,1,0,0,0
"mr feingold",109,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,0,0,0,0
"mr feingold",110,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,0,0,0,0
"mr feingold",111,"Russell","Feingold","WI","D","Feingold (WI)",82,"Wisconsin",0,1,0,0,0
"mrs feinstein",104,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,0,0,0,1
"mrs feinstein",105,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,0,0,0,1
"mrs feinstein",106,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,1,0,0,1
"mrs feinstein",107,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,0,0,0,1
"mrs feinstein",108,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,0,0,0,1
"mrs feinstein",109,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,1,0,0,1
"mrs feinstein",110,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,0,0,0,1
"mrs feinstein",111,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,0,0,0,1
"mrs feinstein",112,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,1,0,0,1
"mrs feinstein",113,"Dianne","Feinstein","CA","D","Feinstein (CA)",83,"California",0,0,0,0,1
"mrs fischer",113,"Deb","Fischer","NE","R","Fischer (NE)",84,"Nebraska",0,0,0,0,1
"mr fitzgerald",106,"Peter","Fitzgerald","IL","R","Fitzgerald (IL)",85,"Illinois",0,0,0,0,0
"mr fitzgerald",107,"Peter","Fitzgerald","IL","R","Fitzgerald (IL)",85,"Illinois",0,0,0,0,0
"mr fitzgerald",108,"Peter","Fitzgerald","IL","R","Fitzgerald (IL)",85,"Illinois",1,0,0,0,0
"mr flake",113,"Jeff","Flake","AZ","R","Flake (AZ)",86,"Arizona",0,0,0,0,0
"mr ford",104,"Wendell H.","Ford","KY","D","Ford (KY)",87,"Kentucky",0,0,0,0,0
"mr ford",105,"Wendell H.","Ford","KY","D","Ford (KY)",87,"Kentucky",1,0,0,0,0
"mrs frahm",104,"Sheila","Frahm","KS","R","Frahm (KS)",88,"Kansas",0,0,1,1,1
"mr franken",111,"Al","Franken","MN","D","Franken (MN)",89,"Minnesota",0,0,0,0,0
"mr franken",112,"Al","Franken","MN","D","Franken (MN)",89,"Minnesota",0,0,0,0,0
"mr franken",113,"Al","Franken","MN","D","Franken (MN)",89,"Minnesota",0,1,0,0,0
"mr frist",104,"Bill","Frist","TN","R","Frist (TN)",90,"Tennessee",0,0,0,0,0
"mr frist",105,"Bill","Frist","TN","R","Frist (TN)",90,"Tennessee",0,0,0,0,0
"mr frist",106,"Bill","Frist","TN","R","Frist (TN)",90,"Tennessee",0,1,0,0,0
"mr frist",107,"Bill","Frist","TN","R","Frist (TN)",90,"Tennessee",0,0,0,0,0
"mr frist",108,"Bill","Frist","TN","R","Frist (TN)",90,"Tennessee",0,0,0,0,0
"mr frist",109,"Bill","Frist","TN","R","Frist (TN)",90,"Tennessee",1,0,0,0,0
"mrs gillibrand",111,"Kirsten","Gillibrand","NY","D","Gillibrand (NY)",91,"New York",0,0,1,1,1
"mrs gillibrand",112,"Kirsten","Gillibrand","NY","D","Gillibrand (NY)",91,"New York",0,1,0,0,1
"mrs gillibrand",113,"Kirsten","Gillibrand","NY","D","Gillibrand (NY)",91,"New York",0,0,0,0,1
"mr glenn",104,"John H., Jr.","Glenn","OH","D","Glenn (OH)",92,"Ohio",0,0,0,0,0
"mr glenn",105,"John H., Jr.","Glenn","OH","D","Glenn (OH)",92,"Ohio",1,0,0,0,0
"mr goodwin",111,"Carte P.","Goodwin","WV","D","Goodwin (WV)",93,"West Virginia",1,0,0,0,0
"mr gorton",104,"Slade","Gorton","WA","R","Gorton (WA)",94,"Washington",0,0,0,0,0
"mr gorton",105,"Slade","Gorton","WA","R","Gorton (WA)",94,"Washington",0,0,0,0,0
"mr gorton",106,"Slade","Gorton","WA","R","Gorton (WA)",94,"Washington",0,1,0,0,0
"mr graham",104,"Bob","Graham","FL","D","Graham (FL)",95,"Florida",0,0,0,0,0
"mr graham",105,"Bob","Graham","FL","D","Graham (FL)",95,"Florida",0,1,0,0,0
"mr graham",106,"Bob","Graham","FL","D","Graham (FL)",95,"Florida",0,0,0,0,0
"mr graham",107,"Bob","Graham","FL","D","Graham (FL)",95,"Florida",0,0,0,0,0
"mr graham of florida",108,"Bob","Graham","FL","D","Graham (FL)",95,"Florida",1,0,0,0,0
"mr graham of south carolina",108,"Lindsey","Graham","SC","R","Graham (SC)",96,"South Carolina",0,0,0,0,0
"mr graham",109,"Lindsey","Graham","SC","R","Graham (SC)",96,"South Carolina",0,0,0,0,0
"mr graham",110,"Lindsey","Graham","SC","R","Graham (SC)",96,"South Carolina",0,1,0,0,0
"mr graham",111,"Lindsey","Graham","SC","R","Graham (SC)",96,"South Carolina",0,0,0,0,0
"mr graham",112,"Lindsey","Graham","SC","R","Graham (SC)",96,"South Carolina",0,0,0,0,0
"mr graham",113,"Lindsey","Graham","SC","R","Graham (SC)",96,"South Carolina",0,1,0,0,0
"mr gramm",104,"Phil","Gramm","TX","R","Gramm (TX)",97,"Texas",0,1,0,0,0
"mr gramm",105,"Phil","Gramm","TX","R","Gramm (TX)",97,"Texas",0,0,0,0,0
"mr gramm",106,"Phil","Gramm","TX","R","Gramm (TX)",97,"Texas",0,0,0,0,0
"mr gramm",107,"Phil","Gramm","TX","R","Gramm (TX)",97,"Texas",1,0,0,0,0
"mr grams",104,"Rod","Grams","MN","R","Grams (MN)",98,"Minnesota",0,0,0,0,0
"mr grams",105,"Rod","Grams","MN","R","Grams (MN)",98,"Minnesota",0,0,0,0,0
"mr grams",106,"Rod","Grams","MN","R","Grams (MN)",98,"Minnesota",0,1,0,0,0
"mr grassley",104,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,0,0,0,0
"mr grassley",105,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,1,0,0,0
"mr grassley",106,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,0,0,0,0
"mr grassley",107,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,0,0,0,0
"mr grassley",108,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,1,0,0,0
"mr grassley",109,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,0,0,0,0
"mr grassley",110,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,0,0,0,0
"mr grassley",111,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,1,0,0,0
"mr grassley",112,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,0,0,0,0
"mr grassley",113,"Charles E.","Grassley","IA","R","Grassley (IA)",99,"Iowa",0,0,0,0,0
"mr gregg",104,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",0,0,0,0,0
"mr gregg",105,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",0,1,0,0,0
"mr gregg",106,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",0,0,0,0,0
"mr gregg",107,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",0,0,0,0,0
"mr gregg",108,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",0,1,0,0,0
"mr gregg",109,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",0,0,0,0,0
"mr gregg",110,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",0,0,0,0,0
"mr gregg",111,"Judd","Gregg","NH","R","Gregg (NH)",100,"New Hampshire",1,0,0,0,0
"mrs hagan",111,"Kay","Hagan","NC","D","Hagan (NC)",101,"North Carolina",0,0,0,0,1
"mrs hagan",112,"Kay","Hagan","NC","D","Hagan (NC)",101,"North Carolina",0,0,0,0,1
"mrs hagan",113,"Kay","Hagan","NC","D","Hagan (NC)",101,"North Carolina",0,1,0,0,1
"mr hagel",105,"Chuck","Hagel","NE","R","Hagel (NE)",102,"Nebraska",0,0,0,0,0
"mr hagel",106,"Chuck","Hagel","NE","R","Hagel (NE)",102,"Nebraska",0,0,0,0,0
"mr hagel",107,"Chuck","Hagel","NE","R","Hagel (NE)",102,"Nebraska",0,1,0,0,0
"mr hagel",108,"Chuck","Hagel","NE","R","Hagel (NE)",102,"Nebraska",0,0,0,0,0
"mr hagel",109,"Chuck","Hagel","NE","R","Hagel (NE)",102,"Nebraska",0,0,0,0,0
"mr hagel",110,"Chuck","Hagel","NE","R","Hagel (NE)",102,"Nebraska",1,0,0,0,0
"mr harkin",104,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,1,0,0,0
"mr harkin",105,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,0,0,0,0
"mr harkin",106,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,0,0,0,0
"mr harkin",107,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,1,0,0,0
"mr harkin",108,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,0,0,0,0
"mr harkin",109,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,0,0,0,0
"mr harkin",110,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,1,0,0,0
"mr harkin",111,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,0,0,0,0
"mr harkin",112,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",0,0,0,0,0
"mr harkin",113,"Tom","Harkin","IA","D","Harkin (IA)",103,"Iowa",1,0,0,0,0
"mr hatch",104,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,0,0,0,0
"mr hatch",105,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,0,0,0,0
"mr hatch",106,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,1,0,0,0
"mr hatch",107,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,0,0,0,0
"mr hatch",108,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,0,0,0,0
"mr hatch",109,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,1,0,0,0
"mr hatch",110,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,0,0,0,0
"mr hatch",111,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,0,0,0,0
"mr hatch",112,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,1,0,0,0
"mr hatch",113,"Orrin G.","Hatch","UT","R","Hatch (UT)",104,"Utah",0,0,0,0,0
"mr hatfield",104,"Mark O.","Hatfield","OR","R","Hatfield (OR)",105,"Oregon",1,0,0,0,0
"mr heflin",104,"Howell T.","Heflin","AL","D","Heflin (AL)",106,"Alabama",1,0,0,0,0
"mr heinrich",113,"Martin","Heinrich","NM","D","Heinrich (NM)",107,"New Mexico",0,0,0,0,0
"ms heitkamp",113,"Heidi","Heitkamp","ND","D","Heitkamp (ND)",108,"North Dakota",0,0,0,0,1
"mr heller",112,"Dean","Heller","NV","R","Heller (NV)",109,"Nevada",0,0,1,0,0
"mr heller",113,"Dean","Heller","NV","R","Heller (NV)",109,"Nevada",0,0,0,0,0
"mr helms",104,"Jesse","Helms","NC","R","Helms (NC)",110,"North Carolina",0,1,0,0,0
"mr helms",105,"Jesse","Helms","NC","R","Helms (NC)",110,"North Carolina",0,0,0,0,0
"mr helms",106,"Jesse","Helms","NC","R","Helms (NC)",110,"North Carolina",0,0,0,0,0
"mr helms",107,"Jesse","Helms","NC","R","Helms (NC)",110,"North Carolina",1,0,0,0,0
"ms hirono",113,"Mazie","Hirono","HI","D","Hirono (HI)",111,"Hawaii",0,0,0,0,1
"mr hoeven",112,"John","Hoeven","ND","R","Hoeven (ND)",112,"North Dakota",0,0,0,0,0
"mr hoeven",113,"John","Hoeven","ND","R","Hoeven (ND)",112,"North Dakota",0,0,0,0,0
"mr hollings",104,"Ernest F.","Hollings","SC","D","Hollings (SC)",113,"South Carolina",0,0,0,0,0
"mr holllings",105,"Ernest F.","Hollings","SC","D","Hollings (SC)",113,"South Carolina",0,1,0,0,0
"mr hollings",106,"Ernest F.","Hollings","SC","D","Hollings (SC)",113,"South Carolina",0,0,0,0,0
"mr hollings",107,"Ernest F.","Hollings","SC","D","Hollings (SC)",113,"South Carolina",0,0,0,0,0
"mr hollings",108,"Ernest F.","Hollings","SC","D","Hollings (SC)",113,"South Carolina",1,0,0,0,0
"mr hutchinson",105,"Tim","Hutchinson","AR","R","Hutchinson (AR)",114,"Arkansas",0,0,0,0,0
"mr hutchinson",106,"Tim","Hutchinson","AR","R","Hutchinson (AR)",114,"Arkansas",0,0,0,0,0
"mr hutchinson",107,"Tim","Hutchinson","AR","R","Hutchinson (AR)",114,"Arkansas",0,1,0,0,0
"mrs hutchison",104,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,0,0,0,1
"mrs hutchison",105,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,0,0,0,1
"mrs hutchison",106,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,1,0,0,1
"mrs hutchison",107,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,0,0,0,1
"mrs hutchison",108,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,0,0,0,1
"mrs hutchison",109,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,1,0,0,1
"mr hutchison",110,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,0,0,0,1
"mrs hutchison",111,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",0,0,0,0,1
"mrs hutchison",112,"Kathryn Ann Bailey","Hutchison","TX","R","Hutchison (TX)",115,"Texas",1,0,0,0,1
"mr inhofe",104,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,1,0,0,0
"mr inhofe",105,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,0,0,0,0
"mr inhofe",106,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,0,0,0,0
"mr inhofe",107,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,1,0,0,0
"mr inhofe",108,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,0,0,0,0
"mr inhofe",109,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,0,0,0,0
"mr inhofe",110,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,1,0,0,0
"mr inhofe",111,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,0,0,0,0
"mr inhofe",112,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,0,0,0,0
"mr inhofe",113,"James","Inhofe","OK","R","Inhofe (OK)",116,"Oklahoma",0,1,0,0,0
"mr inouye",104,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,0,0,0,0
"mr inouye",105,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,1,0,0,0
"mr inouye",106,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,0,0,0,0
"mr inouye",107,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,0,0,0,0
"mr inouye",108,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,1,0,0,0
"mr inouye",109,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,0,0,0,0
"mr inouye",110,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,0,0,0,0
"mr inouye",111,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,1,0,0,0
"mr inouye",112,"Daniel K.","Inouye","HI","D","Inouye (HI)",117,"Hawaii",0,0,0,0,0
"mr isakson",109,"Johnny","Isakson","GA","R","Isakson (GA)",118,"Georgia",0,0,0,0,0
"mr isakson",110,"Johnny","Isakson","GA","R","Isakson (GA)",118,"Georgia",0,0,0,0,0
"mr isakson",111,"Johnny","Isakson","GA","R","Isakson (GA)",118,"Georgia",0,1,0,0,0
"mr isakson",112,"Johnny","Isakson","GA","R","Isakson (GA)",118,"Georgia",0,0,0,0,0
"mr isakson",113,"Johnny","Isakson","GA","R","Isakson (GA)",118,"Georgia",0,0,0,0,0
"mr jeffords",104,"Jim","Jeffords","VT","R","Jeffords (VT)",119,"Vermont",0,0,0,0,0
