"speaker","congress","first.name","last.name","state","party","speaker.name","speakerID","stateName","retiring","running","appointeeRunning","specialElection","female"
"mr jeffords",105,"Jim","Jeffords","VT","R","Jeffords (VT)",119,"Vermont",0,0,0,0,0
"mr jeffords",106,"Jim","Jeffords","VT","R","Jeffords (VT)",119,"Vermont",0,1,0,0,0
"mr jeffords",107,"Jim","Jeffords","VT","I","Jeffords (VT)",119,"Vermont",0,0,0,0,0
"mr jeffords",108,"Jim","Jeffords","VT","I","Jeffords (VT)",119,"Vermont",0,0,0,0,0
"mr jeffords",109,"Jim","Jeffords","VT","I","Jeffords (VT)",119,"Vermont",1,0,0,0,0
"mr johanns",111,"Mike","Johanns","NE","R","Johanns (NE)",120,"Nebraska",0,0,0,0,0
"mr johanns",112,"Mike","Johanns","NE","R","Johanns (NE)",120,"Nebraska",0,0,0,0,0
"mr johanns",113,"Mike","Johanns","NE","R","Johanns (NE)",120,"Nebraska",1,0,0,0,0
"mr johnson of wisconsin",112,"Ron","Johnson","WI","R","Johnson (WI)",121,"Wisconsin",0,0,0,0,0
"mr johnson of wisconsin",113,"Ron","Johnson","WI","R","Johnson (WI)",121,"Wisconsin",0,0,0,0,0
"mr johnson",105,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,0,0,0,0
"mr johnson",106,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,0,0,0,0
"mr johnson",107,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,1,0,0,0
"mr johnson",108,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,0,0,0,0
"mr johnson",109,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,0,0,0,0
"mr johnson",110,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,1,0,0,0
"mr johnson",111,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,0,0,0,0
"mr johnson of south dakota",112,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",0,0,0,0,0
"mr johnson of south dakota",113,"Tim","Johnson","SD","D","Johnson (SD)",122,"South Dakota",1,0,0,0,0
"mr johnston",104,"J. Bennett, Jr.","Johnston","LA","D","Johnston (LA)",123,"Louisiana",1,0,0,0,0
"mr kaine",113,"Tim","Kaine","VA","D","Kaine (VA)",124,"Virginia",0,0,0,0,0
"mrs kassebaum",104,"Nancy L.","Kassebaum","KS","R","Kassebaum (KS)",125,"Kansas",1,0,0,0,1
"mr kaufman",111,"Edwards","Kaufman","DE","D","Kaufman (DE)",126,"Delaware",0,0,0,0,0
"mr kempthorne",104,"Dirk","Kempthorne","ID","R","Kempthorne (ID)",127,"Idaho",0,0,0,0,0
"mr kempthorne",105,"Dirk","Kempthorne","ID","R","Kempthorne (ID)",127,"Idaho",1,0,0,0,0
"mr kennedy",104,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,0,0,0,0
"mr kennedy",105,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,0,0,0,0
"mr kennedy",106,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,1,0,0,0
"mr kennedy",107,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,0,0,0,0
"mr kennedy",108,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,0,0,0,0
"mr kennedy",109,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,1,0,0,0
"mr kennedy",110,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,0,0,0,0
"mr kennedy",111,"Edward M.","Kennedy","MA","D","Kennedy (MA)",128,"Massachusetts",0,0,0,0,0
"mr kerrey",104,"Bob","Kerrey","NE","D","Kerrey (NE)",129,"Nebraska",0,0,0,0,0
"mr kerrey",105,"Bob","Kerrey","NE","D","Kerrey (NE)",129,"Nebraska",0,0,0,0,0
"mr kerrey",106,"Bob","Kerrey","NE","D","Kerrey (NE)",129,"Nebraska",1,0,0,0,0
"mr kerry",104,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,1,0,0,0
"mr kerry",105,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,0,0,0,0
"mr kerry",106,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,0,0,0,0
"mr kerry",107,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,1,0,0,0
"mr kerry",108,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,0,0,0,0
"mr kerry",109,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,0,0,0,0
"mr kerry",110,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,1,0,0,0
"mr kerry",111,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,0,0,0,0
"mr kerry",112,"John F.","Kerry","MA","D","Kerry (MA)",130,"Massachusetts",0,0,0,0,0
"mr king",113,"Angus","King","ME","I","King (ME)",131,"Maine",0,0,0,0,0
"mr kirk",112,"Mark","Kirk","IL","R","Kirk (IL)",132,"Illinois",0,0,0,0,0
"mr kirk",113,"Mark","Kirk","IL","R","Kirk (IL)",132,"Illinois",0,0,0,0,0
"mr kirk",111,"Paul G, Jr.","Kirk","MA","D","Kirk (MA)",133,"Massachusetts",0,0,0,0,0
"ms klobuchar",110,"Amy","Klobuchar","MN","D","Klobuchar (MN)",134,"Minnesota",0,0,0,0,1
"ms klobuchar",111,"Amy","Klobuchar","MN","D","Klobuchar (MN)",134,"Minnesota",0,0,0,0,1
"ms klobuchar",112,"Amy","Klobuchar","MN","D","Klobuchar (MN)",134,"Minnesota",0,1,0,0,1
"ms klobuchar",113,"Amy","Klobuchar","MN","D","Klobuchar (MN)",134,"Minnesota",0,0,0,0,1
"mr kohl",104,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,0,0,0,0
"mr kohl",105,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,0,0,0,0
"mr kohl",106,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,1,0,0,0
"mr kohl",107,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,0,0,0,0
"mr kohl",108,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,0,0,0,0
"mr kohl",109,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,1,0,0,0
"mr kohl",110,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,0,0,0,0
"mr kohl",111,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",0,0,0,0,0
"mr kohl",112,"Herbert","Kohl","WI","D","Kohl (WI)",135,"Wisconsin",1,0,0,0,0
"mr kyl",104,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,0,0,0,0
"mr kyl",105,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,0,0,0,0
"mr kyl",106,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,1,0,0,0
"mr kyl",107,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,0,0,0,0
"mr kyl",108,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,0,0,0,0
"mr kyl",109,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,1,0,0,0
"mr kyl",110,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,0,0,0,0
"mr kyl",111,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",0,0,0,0,0
"mr kyl",112,"Jon","Kyl","AZ","R","Kyl (AZ)",136,"Arizona",1,0,0,0,0
"ms landrieu",105,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,0,0,0,1
"ms landrieu",106,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,0,0,0,1
"ms landrieu",107,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,1,0,0,1
"ms landrieu",108,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,0,0,0,1
"ms landrieu",109,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,0,0,0,1
"ms landrieu",110,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,1,0,0,1
"ms landrieu",111,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,0,0,0,1
"ms landrieu",112,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,0,0,0,1
"ms landrieu",113,"Mary","Landrieu","LA","D","Landrieu (LA)",137,"Louisiana",0,1,0,0,1
"mr lautenberg",104,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,0,0,0,0
"mr lautenberg",105,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,0,0,0,0
"mr lautenberg",106,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",1,0,0,0,0
"mr lautenberg",108,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,0,0,0,0
"mr lautenberg",109,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,0,0,0,0
"mr lautenberg",110,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,1,0,0,0
"mr lautenberg",111,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,0,0,0,0
"mr lautenberg",112,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,0,0,0,0
"mr lautenberg",113,"Frank","Lautenberg","NJ","D","Lautenberg (NJ)",138,"New Jersey",0,0,0,0,0
"mr leahy",104,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,0,0,0,0
"mr leahy",105,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,1,0,0,0
"mr leahy",106,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,0,0,0,0
"mr leahy",107,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,0,0,0,0
"mr leahy",108,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,1,0,0,0
"mr leahy",109,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,0,0,0,0
"mr leahy",110,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,0,0,0,0
"mr leahy",111,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,1,0,0,0
"mr leahy",112,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,0,0,0,0
"mr leahy",113,"Edward L.","Leahy","VT","D","Leahy (VT)",139,"Vermont",0,0,0,0,0
"mr lee",112,"Mike","Lee","UT","R","Lee (UT)",140,"Utah",0,0,0,0,0
"mr lee",113,"Mike","Lee","UT","R","Lee (UT)",140,"Utah",0,0,0,0,0
"mr lemieux",111,"George","LeMieux","FL","R","LeMieux (FL)",141,"Florida",1,0,0,0,0
"mr levin",104,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,1,0,0,0
"mr levin",105,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,0,0,0,0
"mr levin",106,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,0,0,0,0
"mr levin",107,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,1,0,0,0
"mr levin",108,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,0,0,0,0
"mr levin",109,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,0,0,0,0
"mr levin",110,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,1,0,0,0
"mr levin",111,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,0,0,0,0
"mr levin",112,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",0,0,0,0,0
"mr levin",113,"Carl M.","Levin","MI","D","Levin (MI)",142,"Michigan",1,0,0,0,0
"mr lieberman",104,"Joseph","Lieberman","CT","D","Lieberman (CT)",143,"Connecticut",0,0,0,0,0
"mr lieberman",105,"Joseph","Lieberman","CT","D","Lieberman (CT)",143,"Connecticut",0,0,0,0,0
"mr lieberman",106,"Joseph","Lieberman","CT","D","Lieberman (CT)",143,"Connecticut",0,1,0,0,0
"mr lieberman",107,"Joseph","Lieberman","CT","D","Lieberman (CT)",143,"Connecticut",0,0,0,0,0
"mr lieberman",108,"Joseph","Lieberman","CT","D","Lieberman (CT)",143,"Connecticut",0,0,0,0,0
"mr lieberman",109,"Joseph","Lieberman","CT","D","Lieberman (CT)",143,"Connecticut",0,1,0,0,0
"mr lieberman",110,"Joseph","Lieberman","CT","I","Lieberman (CT)",143,"Connecticut",0,0,0,0,0
"mr lieberman",111,"Joseph","Lieberman","CT","I","Lieberman (CT)",143,"Connecticut",0,0,0,0,0
"mr lieberman",112,"Joseph","Lieberman","CT","I","Lieberman (CT)",143,"Connecticut",1,0,0,0,0
"mrs lincoln",106,"Blanche L.","Lincoln","AR","D","Lincoln (AR)",144,"Arkansas",0,0,0,0,1
"mrs lincoln",107,"Blanche L.","Lincoln","AR","D","Lincoln (AR)",144,"Arkansas",0,0,0,0,1
"mrs lincoln",108,"Blanche L.","Lincoln","AR","D","Lincoln (AR)",144,"Arkansas",0,1,0,0,1
"mrs lincoln",109,"Blanche L.","Lincoln","AR","D","Lincoln (AR)",144,"Arkansas",0,0,0,0,1
"mrs lincoln",110,"Blanche L.","Lincoln","AR","D","Lincoln (AR)",144,"Arkansas",0,0,0,0,1
"mrs lincoln",111,"Blanche L.","Lincoln","AR","D","Lincoln (AR)",144,"Arkansas",0,1,0,0,1
"mr lott",104,"Trent","Lott","MS","R","Lott (MS)",145,"Mississippi",0,0,0,0,0
"mr lott",105,"Trent","Lott","MS","R","Lott (MS)",145,"Mississippi",0,0,0,0,0
"mr lott",106,"Trent","Lott","MS","R","Lott (MS)",145,"Mississippi",0,1,0,0,0
"mr lott",107,"Trent","Lott","MS","R","Lott (MS)",145,"Mississippi",0,0,0,0,0
"mr lott",108,"Trent","Lott","MS","R","Lott (MS)",145,"Mississippi",0,0,0,0,0
"mr lott",109,"Trent","Lott","MS","R","Lott (MS)",145,"Mississippi",0,1,0,0,0
"mr lott",110,"Trent","Lott","MS","R","Lott (MS)",145,"Mississippi",0,0,0,0,0
"mr lugar",104,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,0,0,0,0
"mr lugar",105,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,0,0,0,0
"mr lugar",106,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,1,0,0,0
"mr lugar",107,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,0,0,0,0
"mr lugar",108,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,0,0,0,0
"mr lugar",109,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,1,0,0,0
"mr lugar",110,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,0,0,0,0
"mr lugar",111,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,0,0,0,0
"mr lugar",112,"Richard G.","Lugar","IN","R","Lugar (IN)",146,"Indiana",0,1,0,0,0
"mr mack",104,"Connie","Mack","FL","R","Mack (FL)",147,"Florida",0,0,0,0,0
"mr mack",105,"Connie","Mack","FL","R","Mack (FL)",147,"Florida",0,0,0,0,0
"mr mack",106,"Connie","Mack","FL","R","Mack (FL)",147,"Florida",1,0,0,0,0
"mr manchin",112,"Joe","Manchin","WV","D","Manchin (WV)",148,"West Virginia",0,1,0,0,0
"mr manchin",113,"Joe","Manchin","WV","D","Manchin (WV)",148,"West Virginia",0,0,0,0,0
"mr markey",113,"Edward J.","Markey","MA","D","Markey (MA)",149,"Massachusetts",0,1,0,0,0
"mr martinez",109,"Mel","Martinez","FL","R","Martinez (FL)",150,"Florida",0,0,0,0,0
"mr martinez",110,"Mel","Martinez","FL","R","Martinez (FL)",150,"Florida",0,0,0,0,0
"mr martinez",111,"Mel","Martinez","FL","R","Martinez (FL)",150,"Florida",0,0,0,0,0
"mr mccain",104,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,0,0,0,0
"mr mccain",105,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,1,0,0,0
"mr mccain",106,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,0,0,0,0
"mr mccain",107,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,0,0,0,0
"mr mccain",108,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,1,0,0,0
"mr mccain",109,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,0,0,0,0
"mr mccain",110,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,0,0,0,0
"mr mccain",111,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,1,0,0,0
"mr mccain",112,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,0,0,0,0
"mr mccain",113,"John","McCain","AZ","R","McCain (AZ)",151,"Arizona",0,0,0,0,0
"mrs mccaskill",110,"Claire","McCaskill","MO","D","McCaskill (MO)",152,"Missouri",0,0,0,0,1
"mrs mccaskill",111,"Claire","McCaskill","MO","D","McCaskill (MO)",152,"Missouri",0,0,0,0,1
"mrs mccaskill",112,"Claire","McCaskill","MO","D","McCaskill (MO)",152,"Missouri",0,1,0,0,1
"mrs mccaskill",113,"Claire","McCaskill","MO","D","McCaskill (MO)",152,"Missouri",0,0,0,0,1
"mr mcconnell",104,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,1,0,0,0
"mr mcconnell",105,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,0,0,0,0
"mr mcconnell",106,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,0,0,0,0
"mr mcconnell",107,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,1,0,0,0
"mr mcconnell",108,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,0,0,0,0
"mr mcconnell",109,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,0,0,0,0
"mr mcconnell",110,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,1,0,0,0
"mr mcconnell",111,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,0,0,0,0
"mr mcconnell",112,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,0,0,0,0
"mr mcconnell",113,"Mitch","McConnell","KY","R","McConnell (KY)",153,"Kentucky",0,1,0,0,0
"mr menendez",109,"Robert","Menendez","NJ","D","Menendez (NJ)",154,"New Jersey",0,0,1,0,0
"mr menendez",110,"Robert","Menendez","NJ","D","Menendez (NJ)",154,"New Jersey",0,0,0,0,0
"mr menendez",111,"Robert","Menendez","NJ","D","Menendez (NJ)",154,"New Jersey",0,0,0,0,0
"mr menendez",112,"Robert","Menendez","NJ","D","Menendez (NJ)",154,"New Jersey",0,1,0,0,0
"mr menendez",113,"Robert","Menendez","NJ","D","Menendez (NJ)",154,"New Jersey",0,0,0,0,0
"mr merkley",111,"Jeff","Merkley","OR","D","Merkley (OR)",155,"Oregon",0,0,0,0,0
"mr merkley",112,"Jeff","Merkley","OR","D","Merkley (OR)",155,"Oregon",0,0,0,0,0
"mr merkley",113,"Jeff","Merkley","OR","D","Merkley (OR)",155,"Oregon",0,1,0,0,0
"ms mikulski",104,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,0,0,0,1
"ms mikulski",105,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,1,0,0,1
"ms mikulski",106,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,0,0,0,1
"ms mikulski",107,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,0,0,0,1
"ms mikulski",108,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,1,0,0,1
"ms mikulski",109,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,0,0,0,1
"ms mikulski",110,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,0,0,0,1
"ms mikulski",111,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,1,0,0,1
"ms mikulski",112,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,0,0,0,1
"ms mikulski",113,"Barbara","Mikulski","MD","D","Mikulski (MD)",156,"Maryland",0,0,0,0,1
"mr miller",106,"Zell B.","Miller","GA","D","Miller (GA)",157,"Georgia",0,0,0,0,0
"mr miller",107,"Zell B.","Miller","GA","D","Miller (GA)",157,"Georgia",0,0,0,0,0
"mr miller",108,"Zell B.","Miller","GA","D","Miller (GA)",157,"Georgia",1,0,0,0,0
"mr moran",112,"Jerry","Moran","KS","R","Moran (KS)",158,"Kansas",0,0,0,0,0
"mr moran",113,"Jerry","Moran","KS","R","Moran (KS)",158,"Kansas",0,0,0,0,0
"ms moseley-braun",104,"Carol","Moseley-Braun","IL","D","Moseley-Braun (IL)",159,"Illinois",0,0,0,0,1
"ms moseley-braun",105,"Carol","Moseley-Braun","IL","D","Moseley-Braun (IL)",159,"Illinois",0,1,0,0,1
"mr moynihan",104,"Daniel P.","Moynihan","NY","D","Moynihan (NY)",160,"New York",0,0,0,0,0
"mr moynihan",105,"Daniel P.","Moynihan","NY","D","Moynihan (NY)",160,"New York",0,0,0,0,0
"mr moynihan",106,"Daniel P.","Moynihan","NY","D","Moynihan (NY)",160,"New York",1,0,0,0,0
"mr murkowski",104,"Frank","Murkowski","AK","R","Murkowski (AK)",161,"Alaska",0,0,0,0,0
"mr murkowski",105,"Frank","Murkowski","AK","R","Murkowski (AK)",161,"Alaska",0,1,0,0,0
"mr murkowski",106,"Frank","Murkowski","AK","R","Murkowski (AK)",161,"Alaska",0,0,0,0,0
"mr murkowski",107,"Frank","Murkowski","AK","R","Murkowski (AK)",161,"Alaska",0,0,0,0,0
"ms murkowski",108,"Lisa","Murkowski","AK","R","Murkowski (AK)",162,"Alaska",0,0,1,0,1
"ms murkowski",109,"Lisa","Murkowski","AK","R","Murkowski (AK)",162,"Alaska",0,0,0,0,1
"ms murkowski",110,"Lisa","Murkowski","AK","R","Murkowski (AK)",162,"Alaska",0,0,0,0,1
"ms murkowski",111,"Lisa","Murkowski","AK","R","Murkowski (AK)",162,"Alaska",0,1,0,0,1
"ms murkowski",112,"Lisa","Murkowski","AK","R","Murkowski (AK)",162,"Alaska",0,0,0,0,1
"ms murkowski",113,"Lisa","Murkowski","AK","R","Murkowski (AK)",162,"Alaska",0,0,0,0,1
"mr murphy",113,"Chris","Murphy","CT","D","Murphy (CT)",163,"Connecticut",0,0,0,0,0
"mrs murray",104,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,0,0,0,1
"mrs murray",105,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,1,0,0,1
"mrs murray",106,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,0,0,0,1
"mrs murray",107,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,0,0,0,1
"mrs murray",108,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,1,0,0,1
"mrs murray",109,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,0,0,0,1
"mrs murray",110,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,0,0,0,1
"mrs murray",111,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,1,0,0,1
"mrs murray",112,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,0,0,0,1
"mrs murray",113,"Patty","Murray","WA","D","Murray (WA)",164,"Washington",0,0,0,0,1
"mr nelson of nebraska",107,"Ben","Nelson","NE","D","Nelson (NE)",165,"Nebraska",0,0,0,0,0
"mr nelson of nebraska",108,"Ben","Nelson","NE","D","Nelson (NE)",165,"Nebraska",0,0,0,0,0
"mr nelson of nebraska",109,"Ben","Nelson","NE","D","Nelson (NE)",165,"Nebraska",0,1,0,0,0
"mr nelson of nebraska",110,"Ben","Nelson","NE","D","Nelson (NE)",165,"Nebraska",0,0,0,0,0
"mr nelson of nebraska",111,"Ben","Nelson","NE","D","Nelson (NE)",165,"Nebraska",0,0,0,0,0
"mr nelson of nebraska",112,"Ben","Nelson","NE","D","Nelson (NE)",165,"Nebraska",1,0,0,0,0
"mr nelson of florida",107,"Bill","Nelson","FL","D","Nelson (FL)",166,"Florida",0,0,0,0,0
"mr nelson of florida",108,"Bill","Nelson","FL","D","Nelson (FL)",166,"Florida",0,0,0,0,0
"mr nelson of florida",109,"Bill","Nelson","FL","D","Nelson (FL)",166,"Florida",0,1,0,0,0
"mr nelson of florida",110,"Bill","Nelson","FL","D","Nelson (FL)",166,"Florida",0,0,0,0,0
"mr nelson of florida",111,"Bill","Nelson","FL","D","Nelson (FL)",166,"Florida",0,0,0,0,0
"mr nelson of florida",112,"Bill","Nelson","FL","D","Nelson (FL)",166,"Florida",0,1,0,0,0
"mr nelson",113,"Bill","Nelson","FL","D","Nelson (FL)",166,"Florida",0,0,0,0,0
"mr nickles",104,"Don","Nickles","OK","R","Nickles (OK)",167,"Oklahoma",0,0,0,0,0
"mr nickles",105,"Don","Nickles","OK","R","Nickles (OK)",167,"Oklahoma",0,1,0,0,0
"mr nickles",106,"Don","Nickles","OK","R","Nickles (OK)",167,"Oklahoma",0,0,0,0,0
"mr nickles",107,"Don","Nickles","OK","R","Nickles (OK)",167,"Oklahoma",0,0,0,0,0
"mr nickles",108,"Don","Nickles","OK","R","Nickles (OK)",167,"Oklahoma",1,0,0,0,0
"mr nunn",104,"Samuel A.","Nunn","GA","D","Nunn (GA)",168,"Georgia",1,0,0,0,0
"mr obama",109,"Barack","Obama","IL","D","Obama (IL)",169,"Illinois",0,0,0,0,0
"mr obama",110,"Barack","Obama","IL","D","Obama (IL)",169,"Illinois",0,0,0,0,0
"mr packwood",104,"Robert W.","Packwood","OR","R","Packwood (OR)",170,"Oregon",0,0,0,0,0
"mr paul",112,"Rand","Paul","KY","R","Paul (KY)",171,"Kentucky",0,0,0,0,0
"mr paul",113,"Rand","Paul","KY","R","Paul (KY)",171,"Kentucky",0,0,0,0,0
"mr pell",104,"Claiborne","Pell","RI","D","Pell (RI)",172,"Rhode Island",1,0,0,0,0
"mr portman",112,"Rob","Portman","OH","R","Portman (OH)",173,"Ohio",0,0,0,0,0
"mr portman",113,"Rob","Portman","OH","R","Portman (OH)",173,"Ohio",0,0,0,0,0
"mr pressler",104,"Larry","Pressler","SD","R","Pressler (SD)",174,"South Dakota",0,1,0,0,0
"mr pryor",104,"David H.","Pryor","AR","D","Pryor (AR)",175,"Arkansas",1,0,0,0,0
"mr pryor",108,"Mark","Pryor","AR","D","Pryor (AR)",176,"Arkansas",0,0,0,0,0
"mr pryor",109,"Mark","Pryor","AR","D","Pryor (AR)",176,"Arkansas",0,0,0,0,0
"mr pryor",110,"Mark","Pryor","AR","D","Pryor (AR)",176,"Arkansas",0,1,0,0,0
"mr pryor",111,"Mark","Pryor","AR","D","Pryor (AR)",176,"Arkansas",0,0,0,0,0
"mr pryor",112,"Mark","Pryor","AR","D","Pryor (AR)",176,"Arkansas",0,0,0,0,0
"mr pryor",113,"Mark","Pryor","AR","D","Pryor (AR)",176,"Arkansas",0,1,0,0,0
